,Type,Year built,Heating,Cooling,Parking,HOA,Price/sqft,Total Price,Address,Square Feet,New construction,Bedrooms,Bathrooms,Full bathrooms,neighborhood_stats,URL,Lot,Half bathrooms
55,Condo,2012,"Forced air, Heat pump",Central,1 space,"$1,363/mo",$865,"$1,350,000","2550 N Lakeview Ave UNIT S1805, Chicago, IL 60614","1,561", No, 2, 2, 2,"Home values in Lincoln Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Lincoln Park will fall 0.8% (↓) in the next year.This home is valued 144.2% higher (↑) than the median home in Lincoln Park.The median Zestimate® for this neighborhood is $552,789.",https://www.zillow.com/homedetails/2550-N-Lakeview-Ave-UNIT-S1805-Chicago-IL-60614/123056557_zpid/,,
56,Single Family,1905,Gas,Central,3 spaces,,$229,"$849,000","4733 N Winthrop Ave, Chicago, IL 60640","3,700", No, 6, 4, 3,"Home values in Uptown have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Uptown will rise 2% (↑) in the next year.This home is valued 179.8% higher (↑) than the median home in Uptown.The median Zestimate® for this neighborhood is $303,469.",https://www.zillow.com/homedetails/4733-N-Winthrop-Ave-Chicago-IL-60640/3705743_zpid/,"5,009 sqft", 1
57,Condo,2004,"Forced air, Gas",Central,1 space,$459/mo,$318,"$349,500","1000 W Leland Ave APT 4G, Chicago, IL 60640","1,100", No, 2, 2, 2,"Home values in Uptown have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Uptown will rise 2% (↑) in the next year.This home is valued 15.2% higher (↑) than the median home in Uptown.The median Zestimate® for this neighborhood is $303,469.",https://www.zillow.com/homedetails/1000-W-Leland-Ave-APT-4G-Chicago-IL-60640/70460201_zpid/,,
58,Condo,1964,No Data,No Data,No Data,$500/mo,,"$40,974","2772 E 75th St, Chicago, IL 60649","1,200", No, 1, 1,,"Home values in 60649 have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in 60649 will rise 3.4% (↑) in the next year.This home is valued 100% lower (↓) than the median home in 60649.The median Zestimate® for this neighborhood is $114,852.",https://www.zillow.com/homedetails/2772-E-75th-St-Chicago-IL-60649/4025797_zpid/,,
59,Condo,2008,Forced air,Central,1 space,$584/month,$371,"$465,000","100 E 14th St APT 1107, Chicago, IL 60605","1,255", No, 2, 2, 2,"Home values in South Loop have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in South Loop will rise 3.2% (↑) in the next year.This home is valued 23.4% higher (↑) than the median home in South Loop.The median Zestimate® for this neighborhood is $376,901.",https://www.zillow.com/homedetails/100-E-14th-St-APT-1107-Chicago-IL-60605/99358118_zpid/,,
60,Single Family,1962,Forced air,Central,2 spaces,None,$162,"$215,000","8330 S Keeler Ave, Chicago, IL 60652","1,326", No, 3, 3, 2,"Home values in Scottsdale have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Scottsdale will increase 3.9% (↑) in the next year.This home is valued 5.3% higher (↑) than the median home in Scottsdale.The median Zestimate® for this neighborhood is $204,139.",https://www.zillow.com/homedetails/8330-S-Keeler-Ave-Chicago-IL-60652/3973407_zpid/,"5,009 sqft", 1
61,Single Family,1961,Forced air,Central,2 spaces,,$41,"$154,900","11746 S Bishop St, Chicago, IL 60643","3,750", No, 4, 2, 1,"Home values in West Pullman have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in West Pullman will increase 11.3% (↑) in the next year.This home is valued 60.9% higher (↑) than the median home in West Pullman.The median Zestimate® for this neighborhood is $96,277.",https://www.zillow.com/homedetails/11746-S-Bishop-St-Chicago-IL-60643/4151371_zpid/,"3,750 sqft", 1
62,Single Family,1943,"Forced air, Gas",Central,2 spaces,,$129,"$149,900","10549 S Rhodes Ave, Chicago, IL 60628","1,166", No, 2, 1, 1,"Home values in Rosemoor have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Rosemoor will decrease 3.5% (↓) in the next year.This home is valued 15.3% higher (↑) than the median home in Rosemoor.The median Zestimate® for this neighborhood is $130,042.",https://www.zillow.com/homedetails/10549-S-Rhodes-Ave-Chicago-IL-60628/4139703_zpid/,"3,746 sqft",
63,Condo,1890,Forced air,Central,1 space,$211/month,$291,"$465,000","926 W Barry Ave #2, Chicago, IL 60657","1,600", No, 2, 2, 2,"Home values in Lake View have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Lake View will fall 0.3% (↓) in the next year.This home is valued 14% lower (↓) than the median home in Lake View.The median Zestimate® for this neighborhood is $540,603.",https://www.zillow.com/homedetails/926-W-Barry-Ave-2-Chicago-IL-60657/54534842_zpid/,,
64,Single Family,1980,"Forced air, Gas",Central,2 spaces,,$103,"$129,900","150 E 123rd St, Chicago, IL 60628","1,263", No, 4, 2, 1,"Home values in West Pullman have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in West Pullman will rise 11.3% (↑) in the next year.This home is valued 34.9% higher (↑) than the median home in West Pullman.The median Zestimate® for this neighborhood is $96,277.",https://www.zillow.com/homedetails/150-E-123rd-St-Chicago-IL-60628/4156222_zpid/,"5,837 sqft", 1
65,Single Family,2018,"Forced air, Gas",Central,2 spaces,,$242,"$725,000","1729 N Spaulding Ave, Chicago, IL 60647","3,000", No, 4, 4, 3,"Home values in Logan Square have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Logan Square will rise 1.6% (↑) in the next year.This home is valued 79.6% higher (↑) than the median home in Logan Square.The median Zestimate® for this neighborhood is $403,670.",https://www.zillow.com/homedetails/1729-N-Spaulding-Ave-Chicago-IL-60647/2077604212_zpid/,"4,425 sqft", 1
66,Single Family,1927,Gas,No Data,2 spaces,,$129,"$399,900","5232 W Fletcher St, Chicago, IL 60641","3,100", No, 6, 3, 3,"Home values in Cragin have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Cragin will decrease 1.8% (↓) in the next year.This home is valued 53.3% higher (↑) than the median home in Cragin.The median Zestimate® for this neighborhood is $260,825.",https://www.zillow.com/homedetails/5232-W-Fletcher-St-Chicago-IL-60641/3672381_zpid/,"3,780 sqft",
67,Multi Family,No Data,Forced air,No Data,2 spaces,,No Data,"$389,000","5317 S Menard Ave, Chicago, IL 60638",, No, 4, 2, 2,"Home values in Garfield Ridge have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Garfield Ridge will increase 4.1% (↑) in the next year.This home is valued 61.2% higher (↑) than the median home in Garfield Ridge.The median Zestimate® for this neighborhood is $241,329.",https://www.zillow.com/homedetails/5317-S-Menard-Ave-Chicago-IL-60638/2077604349_zpid/,,
68,Condo,1997,Forced air,Central,1 space,$341/month,$374,"$449,000","1340 N North Park Ave APT 2, Chicago, IL 60610","1,200", No, 2, 2, 2,"Home values in Old Town have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Old Town will decrease 0.2% (↓) in the next year.This home is valued 12.7% higher (↑) than the median home in Old Town.The median Zestimate® for this neighborhood is $398,382.",https://www.zillow.com/homedetails/1340-N-North-Park-Ave-APT-2-Chicago-IL-60610/3855707_zpid/,,
69,Single Family,No Data,"Forced air, Gas",Central,1 space,,$738,"$1,660,000","Buildable plan: Plan C, Parkline Chicago, Chicago, IL 60601",, Yes, 3, 4, 3,"Home values in The Loop have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in The Loop will decrease 3.3% (↓) in the next year.This home is valued 349.7% higher (↑) than the median home in The Loop.The median Zestimate® for this neighborhood is $369,141.",https://www.zillow.com/community/parkline-chicago/2078738228_zpid/,No Data, 1
70,Single Family,1957,Forced air,Central,2 spaces,,$228,"$225,000","545 E 86th Pl, Chicago, IL 60619",985, No, 3, 2, 1,"Home values in Chatham have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Chatham will decrease 5.4% (↓) in the next year.This home is valued 69.8% higher (↑) than the median home in Chatham.The median Zestimate® for this neighborhood is $132,482.",https://www.zillow.com/homedetails/545-E-86th-Pl-Chicago-IL-60619/4019843_zpid/,"3,789 sqft", 1
71,Condo,1960,Forced air,Other,1 space,$715/month,$294,"$250,000","1400 N State Pkwy APT 10B, Chicago, IL 60610",850, No, 1, 1, 1,"Home values in Gold Coast have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Gold Coast will decrease 2% (↓) in the next year.This home is valued 53% lower (↓) than the median home in Gold Coast.The median Zestimate® for this neighborhood is $532,399.",https://www.zillow.com/homedetails/1400-N-State-Pkwy-APT-10B-Chicago-IL-60610/3855518_zpid/,,
72,Condo,1974,"Other, Electric",Wall,1 space,$306/mo,$315,"$189,000","2740 N Pine Grove Ave APT 8E, Chicago, IL 60614",600, No, 1, 1, 1,"Home values in Lincoln Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Lincoln Park will fall 0.8% (↓) in the next year.This home is valued 65.8% lower (↓) than the median home in Lincoln Park.The median Zestimate® for this neighborhood is $552,789.",https://www.zillow.com/homedetails/2740-N-Pine-Grove-Ave-APT-8E-Chicago-IL-60614/3724915_zpid/,,
73,Condo,2004,Forced air,Central,1 space,$558/month,$416,"$499,000","859 W Erie St APT 806, Chicago, IL 60642","1,200", No, 2, 2, 2,"Home values in River West have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in River West will fall 2.3% (↓) in the next year.This home is valued 10.2% higher (↑) than the median home in River West.The median Zestimate® for this neighborhood is $452,832.",https://www.zillow.com/homedetails/859-W-Erie-St-APT-806-Chicago-IL-60642/80817907_zpid/,,
74,Condo,2012,Forced air,Central,1 space,$170/mo,$299,"$449,000","622 N Ashland Ave #1, Chicago, IL 60622","1,500", No, 2, 2, 2,"Home values in West Town have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in West Town will increase 1.7% (↑) in the next year.This home is valued 11.5% lower (↓) than the median home in West Town.The median Zestimate® for this neighborhood is $507,475.",https://www.zillow.com/homedetails/622-N-Ashland-Ave-1-Chicago-IL-60622/253422629_zpid/,,
75,Multi Family,1920,Forced air,Central,3 spaces,,No Data,"$590,000","5618 N Maplewood Ave, Chicago, IL 60659",, No, 6, 3, 3,"Home values in Arcadia Terrace have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Arcadia Terrace will fall 0.5% (↓) in the next year.This home is valued 73% higher (↑) than the median home in Arcadia Terrace.The median Zestimate® for this neighborhood is $341,101.",https://www.zillow.com/homedetails/5618-N-Maplewood-Ave-Chicago-IL-60659/2102434499_zpid/,,
76,Single Family,1900,"Forced air, Gas",Central,2 spaces,,$453,"$2,550,000","1229 W Montana St, Chicago, IL 60614","5,626", No, 5, 6, 5,"Home values in Wrightwood Neighbors have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Wrightwood Neighbors will fall 0.5% (↓) in the next year.This home is valued 276.5% higher (↑) than the median home in Wrightwood Neighbors.The median Zestimate® for this neighborhood is $677,229.",https://www.zillow.com/homedetails/1229-W-Montana-St-Chicago-IL-60614/3729937_zpid/,"3,600 sqft", 1
77,Townhouse,No Data,Forced air,Central,2 spaces,$357/month,$394,"$1,141,500","1649 W Division St #K, Chicago, IL 60622","2,895", Yes, 4, 4, 3,"Home values in East Ukrainian Village have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in East Ukrainian Village will rise 1.7% (↑) in the next year.This home is valued 114.8% higher (↑) than the median home in East Ukrainian Village.The median Zestimate® for this neighborhood is $531,329.",https://www.zillow.com/homedetails/1649-W-Division-St-K-Chicago-IL-60622/2077605689_zpid/,No Data, 1
78,Single Family,2016,"Forced air, Gas",Central,2 spaces,,$271,"$950,000","2834 N Richmond St, Chicago, IL 60618","3,500", No, 4, 4, 3,"Home values in Logan Square have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Logan Square will rise 1.6% (↑) in the next year.This home is valued 135.3% higher (↑) than the median home in Logan Square.The median Zestimate® for this neighborhood is $403,670.",https://www.zillow.com/homedetails/2834-N-Richmond-St-Chicago-IL-60618/3668843_zpid/,"3,149 sqft", 1
79,Townhouse,2020,Forced air,Central,2 spaces,$424/month,$382,"$1,311,500","1649 W Division St #F, Chicago, IL 60622","3,430", Yes, 4, 4, 3,"Home values in East Ukrainian Village have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in East Ukrainian Village will increase 1.7% (↑) in the next year.This home is valued 146.8% higher (↑) than the median home in East Ukrainian Village.The median Zestimate® for this neighborhood is $531,329.",https://www.zillow.com/homedetails/1649-W-Division-St-F-Chicago-IL-60622/2077605687_zpid/,No Data, 1
80,Townhouse,No Data,"Forced air, Gas",Central,2 spaces,,$405,"$1,171,500","1649 W Division St #D, Chicago, IL 60622","2,895", Yes, 4, 4, 3,"Home values in East Ukrainian Village have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in East Ukrainian Village will rise 1.7% (↑) in the next year.This home is valued 120.5% higher (↑) than the median home in East Ukrainian Village.The median Zestimate® for this neighborhood is $531,329.",https://www.zillow.com/homedetails/1649-W-Division-St-D-Chicago-IL-60622/2077605688_zpid/,No Data, 1
81,Condo,2020,"Forced air, Gas",Central,1 space,$688/mo,$434,"$1,005,000","1649 W Division St #409, Chicago, IL 60622","2,315", Yes, 3, 3, 3,"Home values in East Ukrainian Village have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in East Ukrainian Village will increase 1.7% (↑) in the next year.This home is valued 89.1% higher (↑) than the median home in East Ukrainian Village.The median Zestimate® for this neighborhood is $531,329.",https://www.zillow.com/homedetails/1649-W-Division-St-409-Chicago-IL-60622/2077605735_zpid/,,
82,Condo,2020,Forced air,Central,1 space,$703/month,$463,"$1,094,000","1649 W Division St #608, Chicago, IL 60622","2,365", Yes, 4, 4, 3,"Home values in East Ukrainian Village have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in East Ukrainian Village will increase 1.7% (↑) in the next year.This home is valued 105.9% higher (↑) than the median home in East Ukrainian Village.The median Zestimate® for this neighborhood is $531,329.",https://www.zillow.com/homedetails/1649-W-Division-St-608-Chicago-IL-60622/2077605728_zpid/,, 1
83,Condo,2020,Forced air,Central,1 space,$722/month,$428,"$1,040,000","1649 W Division St #101, Chicago, IL 60622","2,430", Yes, 3, 3, 2,"Home values in East Ukrainian Village have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in East Ukrainian Village will rise 1.7% (↑) in the next year.This home is valued 95.7% higher (↑) than the median home in East Ukrainian Village.The median Zestimate® for this neighborhood is $531,329.",https://www.zillow.com/homedetails/1649-W-Division-St-101-Chicago-IL-60622/2077605730_zpid/,, 1
84,Townhouse,1999,"Forced air, Gas",Central,2 spaces,,$154,"$285,000","8724 W Catherine Ave APT B, Chicago, IL 60656","1,850", No, 3, 3, 2,"Home values in O'Hare have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in O'Hare will rise 1.6% (↑) in the next year.This home is valued 4.9% lower (↓) than the median home in O'Hare.The median Zestimate® for this neighborhood is $299,617.",https://www.zillow.com/homedetails/8724-W-Catherine-Ave-APT-B-Chicago-IL-60656/58358488_zpid/,"7,000 sqft", 1
