,Type,Year built,Heating,Cooling,Parking,Lot,Price/sqft,Total Price,Address,Square Feet,New construction,Bedrooms,Bathrooms,Full bathrooms,neighborhood_stats,URL,HOA,Half bathrooms
229,Townhouse,1962,Forced air,Wall,None,886 sqft,,"$110,200","1500 Darrow Ave APT D, Evanston, IL 60201",590, No, 1, 1, 1,"Home values in 60201 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in 60201 will decrease 2.3% (↓) in the next year.This home is valued 77.9% lower (↓) than the median home in 60201.The median Zestimate® for this neighborhood is $498,460.",https://www.zillow.com/homedetails/1500-Darrow-Ave-APT-D-Evanston-IL-60201/80837906_zpid/,None,
230,Townhouse,1979,Electric,Central,1 space,1.62 Acres,$231,"$439,000","1221 Central St APT B, Evanston, IL 60201","1,900", No, 3, 3, 2,"Home values in 60201 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Street will decrease 2.3% (↓) in the next year.This home is valued 11.9% lower (↓) than the median home in Central Street.The median Zestimate® for this neighborhood is $498,460.",https://www.zillow.com/homedetails/1221-Central-St-APT-B-Evanston-IL-60201/89889333_zpid/,, 1
231,Single Family,1928,No Data,No Data,No Data,"4,250 sqft",,"$289,444","2011 Grey Ave, Evanston, IL 60201","1,368", No, 3, 2,,"Home values in 60201 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in 60201 will fall 2.3% (↓) in the next year.This home is valued 41.9% lower (↓) than the median home in 60201.The median Zestimate® for this neighborhood is $498,460.",https://www.zillow.com/homedetails/2011-Grey-Ave-Evanston-IL-60201/3517947_zpid/,,
232,Condo,1959,Baseboard,Wall,1 space,,,"$174,037","2228 Central St APT 2, Evanston, IL 60201",978, No, 2, 1, 1,"Home values in 60201 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Street will fall 2.3% (↓) in the next year.This home is valued 65.1% lower (↓) than the median home in Central Street.The median Zestimate® for this neighborhood is $498,460.",https://www.zillow.com/homedetails/2228-Central-St-APT-2-Evanston-IL-60201/3516773_zpid/,$350/month,
233,Condo,2002,Forced air,Central,1 space,,$232,"$284,999","1580 Sherman Ave APT 805, Evanston, IL 60201","1,227", No, 2, 2, 2,"Home values in 60201 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Downtown will fall 2.3% (↓) in the next year.This home is valued 42.8% lower (↓) than the median home in Downtown.The median Zestimate® for this neighborhood is $498,460.",https://www.zillow.com/homedetails/1580-Sherman-Ave-APT-805-Evanston-IL-60201/63691589_zpid/,$533/month,
234,Single Family,1888,"Forced air, Gas",Central,2 spaces,"3,750 sqft",$250,"$669,000","933 Sherman Ave, Evanston, IL 60202","2,671", No, 4, 4, 3,"Home values in 60202 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Main-Chicago will fall 1.6% (↓) in the next year.This home is valued 102.7% higher (↑) than the median home in Main-Chicago.The median Zestimate® for this neighborhood is $329,995.",https://www.zillow.com/homedetails/933-Sherman-Ave-Evanston-IL-60202/3565375_zpid/,, 1
235,Condo,1924,"Other, Gas",None,No Data,,$166,"$275,000","548 Michigan Ave #G, Evanston, IL 60202","1,655", No, 3, 2, 2,"Home values in 60202 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in 60202 will decrease 1.6% (↓) in the next year.This home is valued 16.7% lower (↓) than the median home in 60202.The median Zestimate® for this neighborhood is $329,995.",https://www.zillow.com/homedetails/548-Michigan-Ave-G-Evanston-IL-60202/2081127560_zpid/,$926/mo,
236,Townhouse,1960,"Forced air, Gas",Central,1 space,0.46 Acres,$296,"$399,000","1121 Elmwood Ave, Evanston, IL 60202","1,350", No, 3, 2, 2,"Home values in 60202 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Chicago-Dempster will fall 1.6% (↓) in the next year.This home is valued 20.9% higher (↑) than the median home in Chicago-Dempster.The median Zestimate® for this neighborhood is $329,995.",https://www.zillow.com/homedetails/1121-Elmwood-Ave-Evanston-IL-60202/3565263_zpid/,,
237,Condo,1980,"Forced air, Electric",Central,1 space,,$220,"$275,000","1503 Oak Ave APT 413, Evanston, IL 60201","1,250", No, 2, 2, 2,"Home values in 60201 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Downtown will fall 2.3% (↓) in the next year.This home is valued 44.8% lower (↓) than the median home in Downtown.The median Zestimate® for this neighborhood is $498,460.",https://www.zillow.com/homedetails/1503-Oak-Ave-APT-413-Evanston-IL-60201/3564244_zpid/,$467/mo,
238,Townhouse,2020,"Forced air, Gas",Central,2 spaces,No Data,$286,"$1,225,000","1116 Elmwood Ave, Evanston, IL 60202","4,287", Yes, 5, 4, 3,"Home values in 60202 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Chicago-Dempster will fall 1.6% (↓) in the next year.This home is valued 271.2% higher (↑) than the median home in Chicago-Dempster.The median Zestimate® for this neighborhood is $329,995.",https://www.zillow.com/homedetails/1116-Elmwood-Ave-Evanston-IL-60202/2081240431_zpid/,, 1
239,Single Family,1955,No Data,Central,No Data,"3,814 sqft",,"$290,632","528 Dodge Ave, Evanston, IL 60202","1,281", No, 3, 1,,"Home values in 60202 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in 60202 will fall 1.6% (↓) in the next year.This home is valued 11.9% lower (↓) than the median home in 60202.The median Zestimate® for this neighborhood is $329,995.",https://www.zillow.com/homedetails/528-Dodge-Ave-Evanston-IL-60202/3541326_zpid/,,
240,Single Family,1902,Gas,Central,3 spaces,"8,498 sqft",,"$622,150","1533 Mcdaniel Ave, Evanston, IL 60201","3,500", No, 8, 5, 4,"Home values in 60201 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in 60201 will decrease 2.3% (↓) in the next year.This home is valued 24.8% higher (↑) than the median home in 60201.The median Zestimate® for this neighborhood is $498,460.",https://www.zillow.com/homedetails/1533-Mcdaniel-Ave-Evanston-IL-60201/158294517_zpid/,, 1
241,Single Family,1898,"Electric, Gas",No Data,4 spaces,"8,851 sqft","$1,179","$1,275,000","930 Michigan Ave, Evanston, IL 60202","1,081", No, 5, 4, 3,"Home values in 60202 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in 60202 will decrease 1.6% (↓) in the next year.This home is valued 286.4% higher (↑) than the median home in 60202.The median Zestimate® for this neighborhood is $329,995.",https://www.zillow.com/homedetails/930-Michigan-Ave-Evanston-IL-60202/3565979_zpid/,, 1
242,Condo,2006,Forced air,Central,1 space,,$296,"$265,000","807 Davis St UNIT 505, Evanston, IL 60201",896, No, 1, 1, 1,"Home values in 60201 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Downtown will decrease 2.3% (↓) in the next year.This home is valued 46.8% lower (↓) than the median home in Downtown.The median Zestimate® for this neighborhood is $498,460.",https://www.zillow.com/homedetails/807-Davis-St-UNIT-505-Evanston-IL-60201/89894901_zpid/,$434/month,
243,Condo,1951,Forced air,No Data,1 space,,,"$134,927","328 Callan Ave APT 2N, Evanston, IL 60202",, No, 2,,,"Home values in 60202 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in 60202 will decrease 1.6% (↓) in the next year.This home is valued 59.1% lower (↓) than the median home in 60202.The median Zestimate® for this neighborhood is $329,995.",https://www.zillow.com/homedetails/328-Callan-Ave-APT-2N-Evanston-IL-60202/3570112_zpid/,$40/month,
244,Single Family,1958,No Data,Central,No Data,"3,049 sqft",,"$306,252","3425 Central St, Evanston, IL 60201","1,493", No, 2, 2,,"Home values in 60201 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in 60201 will decrease 2.3% (↓) in the next year.This home is valued 38.6% lower (↓) than the median home in 60201.The median Zestimate® for this neighborhood is $498,460.",https://www.zillow.com/homedetails/3425-Central-St-Evanston-IL-60201/3373907_zpid/,,
245,Condo,2006,"Forced air, Electric",Central,1 space,,$376,"$669,000","807 Davis St UNIT 409, Evanston, IL 60201","1,778", No, 3, 2, 2,"Home values in 60201 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Downtown will fall 2.3% (↓) in the next year.This home is valued 34.2% higher (↑) than the median home in Downtown.The median Zestimate® for this neighborhood is $498,460.",https://www.zillow.com/homedetails/807-Davis-St-UNIT-409-Evanston-IL-60201/89947844_zpid/,$817/mo,
246,Single Family,1953,No Data,No Data,No Data,"1,005 sqft",,"$244,470","214 South Blvd, Evanston, IL 60202","1,014", No, 2, 2,,"Home values in 60202 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in 60202 will decrease 1.6% (↓) in the next year.This home is valued 25.9% lower (↓) than the median home in 60202.The median Zestimate® for this neighborhood is $329,995.",https://www.zillow.com/homedetails/214-South-Blvd-Evanston-IL-60202/3567867_zpid/,$88/month,
247,Townhouse,1960,Forced air,Central,1 space,"2,748 sqft",No Data,"$267,840","1326 Fowler Ave APT C, Evanston, IL 60201","1,326", No, 3, 3, 2,"Home values in 60201 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in West End will fall 2.3% (↓) in the next year.This home is valued 46.3% lower (↓) than the median home in West End.The median Zestimate® for this neighborhood is $498,460.",https://www.zillow.com/homedetails/1326-Fowler-Ave-APT-C-Evanston-IL-60201/3518917_zpid/,, 1
248,Single Family,1927,Gas,No Data,2 spaces,0.43 acres,,"$1,466,359","2888 Sheridan Pl, Evanston, IL 60201","6,325", No, 6, 8, 7,"Home values in 60201 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in 60201 will fall 2.3% (↓) in the next year.This home is valued 194.2% higher (↑) than the median home in 60201.The median Zestimate® for this neighborhood is $498,460.",https://www.zillow.com/homedetails/2888-Sheridan-Pl-Evanston-IL-60201/3377523_zpid/,, 1
249,Single Family,1954,Forced air,Central,2 spaces,"8,550 sqft",,"$534,336","712 Brown Ave, Evanston, IL 60202","2,520", No, 4, 3, 2,"Home values in 60202 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in 60202 will fall 1.6% (↓) in the next year.This home is valued 61.9% higher (↑) than the median home in 60202.The median Zestimate® for this neighborhood is $329,995.",https://www.zillow.com/homedetails/712-Brown-Ave-Evanston-IL-60202/3541109_zpid/,, 1
250,Single Family,1890,Gas,Central,2 spaces,"10,550 sqft",,"$1,347,606","2126 Orrington Ave, Evanston, IL 60201","3,597", No, 7, 4, 4,"Home values in 60201 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in 60201 will fall 2.3% (↓) in the next year.This home is valued 170.4% higher (↑) than the median home in 60201.The median Zestimate® for this neighborhood is $498,460.",https://www.zillow.com/homedetails/2126-Orrington-Ave-Evanston-IL-60201/3563511_zpid/,,
251,Condo,1963,Baseboard,Wall,2 spaces,,$206,"$350,000","1516 Hinman Ave APT 401, Evanston, IL 60201","1,700", No, 3, 2, 2,"Home values in 60201 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Downtown will fall 2.3% (↓) in the next year.This home is valued 29.8% lower (↓) than the median home in Downtown.The median Zestimate® for this neighborhood is $498,460.",https://www.zillow.com/homedetails/1516-Hinman-Ave-APT-401-Evanston-IL-60201/3564699_zpid/,$942/month,
252,Condo,1925,Forced air,Central,1 space,,$156,"$265,000","820 Dobson St APT 2E, Evanston, IL 60202","1,700", No, 3, 3, 2,"Home values in 60202 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Howard Street will decrease 1.6% (↓) in the next year.This home is valued 19.7% lower (↓) than the median home in Howard Street.The median Zestimate® for this neighborhood is $329,995.",https://www.zillow.com/homedetails/820-Dobson-St-APT-2E-Evanston-IL-60202/2089603873_zpid/,$350/month, 1
253,Single Family,1929,"Baseboard, Gas",No Data,1 space,"4,660 sqft",$267,"$449,000","1701 South Blvd, Evanston, IL 60202","1,680", No, 5, 2, 2,"Home values in 60202 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in 60202 will decrease 1.6% (↓) in the next year.This home is valued 36.1% higher (↑) than the median home in 60202.The median Zestimate® for this neighborhood is $329,995.",https://www.zillow.com/homedetails/1701-South-Blvd-Evanston-IL-60202/3541922_zpid/,,
254,Townhouse,1954,Forced air,Central,2 spaces,No Data,$201,"$370,000","2727 Gross Point Rd, Evanston, IL 60201","1,838", No, 3, 3, 2,"Home values in 60201 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in 60201 will fall 2.3% (↓) in the next year.This home is valued 25.8% lower (↓) than the median home in 60201.The median Zestimate® for this neighborhood is $498,460.",https://www.zillow.com/homedetails/2727-Gross-Point-Rd-Evanston-IL-60201/2090840210_zpid/,$250/month, 1
255,Townhouse,1953,"Forced air, Gas",Central,1 space,"1,941 sqft",$212,"$259,000","708 Dodge Ave, Evanston, IL 60202","1,224", No, 2, 2, 1,"Home values in 60202 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in 60202 will fall 1.6% (↓) in the next year.This home is valued 21.5% lower (↓) than the median home in 60202.The median Zestimate® for this neighborhood is $329,995.",https://www.zillow.com/homedetails/708-Dodge-Ave-Evanston-IL-60202/3541159_zpid/,, 1
256,Condo,1920,Gas,No Data,1 space,,$230,"$339,000","544 Michigan Ave UNIT 1N, Evanston, IL 60202","1,475", No, 2, 2, 2,"Home values in 60202 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in 60202 will fall 1.6% (↓) in the next year.This home is valued 2.7% higher (↑) than the median home in 60202.The median Zestimate® for this neighborhood is $329,995.",https://www.zillow.com/homedetails/544-Michigan-Ave-UNIT-1N-Evanston-IL-60202/2077607199_zpid/,$500/month,
257,Condo,1990,Forced air,Central,1 space,,No Data,"$205,000","2555 Gross Point Rd APT 402, Evanston, IL 60201",, No, 1, 1, 1,"Home values in 60201 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in 60201 will decrease 2.3% (↓) in the next year.This home is valued 58.9% lower (↓) than the median home in 60201.The median Zestimate® for this neighborhood is $498,460.",https://www.zillow.com/homedetails/2555-Gross-Point-Rd-APT-402-Evanston-IL-60201/3514478_zpid/,$284/month,
258,Condo,1975,Forced air,Central,1 space,,$203,"$325,000","1101 Dodge Ave APT 204, Evanston, IL 60202","1,600", No, 2, 2, 1,"Home values in 60202 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in West Village will fall 1.6% (↓) in the next year.This home is valued 1.5% lower (↓) than the median home in West Village.The median Zestimate® for this neighborhood is $329,995.",https://www.zillow.com/homedetails/1101-Dodge-Ave-APT-204-Evanston-IL-60202/245567477_zpid/,$358/month, 1
259,Condo,1928,No Data,No Data,1 space,,No Data,"$199,900","630 Sherman Ave APT 1, Evanston, IL 60202",, No, 2, 1, 1,"Home values in 60202 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Main-Chicago will decrease 1.6% (↓) in the next year.This home is valued 39.4% lower (↓) than the median home in Main-Chicago.The median Zestimate® for this neighborhood is $329,995.",https://www.zillow.com/homedetails/630-Sherman-Ave-APT-1-Evanston-IL-60202/61958907_zpid/,$354/month,
260,Condo,1923,Gas,No Data,No Data,,,"$409,000","923 Forest Ave #2, Evanston, IL 60202",, No, 3, 2, 2,"Home values in 60202 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in 60202 will fall 1.6% (↓) in the next year.This home is valued 23.9% higher (↑) than the median home in 60202.The median Zestimate® for this neighborhood is $329,995.",https://www.zillow.com/homedetails/923-Forest-Ave-2-Evanston-IL-60202/60199949_zpid/,$450/mo,
261,Single Family,1914,Forced air,Central,2 spaces,"5,248 sqft",$329,"$598,000","701 Asbury Ave, Evanston, IL 60202","1,815", No, 4, 3, 2,"Home values in 60202 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in 60202 will decrease 1.6% (↓) in the next year.This home is valued 81.2% higher (↑) than the median home in 60202.The median Zestimate® for this neighborhood is $329,995.",https://www.zillow.com/homedetails/701-Asbury-Ave-Evanston-IL-60202/3566432_zpid/,None, 1
262,Condo,1953,Forced air,No Data,1 space,,$113,"$140,000","2546 Gross Point Rd #2W, Evanston, IL 60201","1,239", No, 2, 1, 1,"Home values in 60201 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in 60201 will decrease 2.3% (↓) in the next year.This home is valued 71.9% lower (↓) than the median home in 60201.The median Zestimate® for this neighborhood is $498,460.",https://www.zillow.com/homedetails/2546-Gross-Point-Rd-2W-Evanston-IL-60201/2077632613_zpid/,$500/month,
263,Condo,1928,Other,Refrigerator,1 space,,$226,"$249,000","807 Reba Pl APT 1, Evanston, IL 60202","1,100", No, 2, 1, 1,"Home values in 60202 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Main-Chicago will decrease 1.6% (↓) in the next year.This home is valued 24.5% lower (↓) than the median home in Main-Chicago.The median Zestimate® for this neighborhood is $329,995.",https://www.zillow.com/homedetails/807-Reba-Pl-APT-1-Evanston-IL-60202/62007247_zpid/,$321/mo,
264,Single Family,1956,"Forced air, Gas",Central,2 spaces,"3,702 sqft",$181,"$379,900","2315 Bradley Pl, Evanston, IL 60202","2,100", No, 4, 2, 2,"Home values in 60202 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in West End will decrease 1.6% (↓) in the next year.This home is valued 15.1% higher (↑) than the median home in West End.The median Zestimate® for this neighborhood is $329,995.",https://www.zillow.com/homedetails/2315-Bradley-Pl-Evanston-IL-60202/3540469_zpid/,,
265,Condo,2002,Forced air,Central,1 space,,$248,"$297,900","1580 Sherman Ave APT 609, Evanston, IL 60201","1,200", No, 2, 2, 2,"Home values in 60201 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Downtown will decrease 2.3% (↓) in the next year.This home is valued 40.2% lower (↓) than the median home in Downtown.The median Zestimate® for this neighborhood is $498,460.",https://www.zillow.com/homedetails/1580-Sherman-Ave-APT-609-Evanston-IL-60201/63691576_zpid/,$468/month,
266,Condo,2004,"Forced air, Electric",Central,1 space,,$308,"$339,000","800 Elgin Rd APT 1506, Evanston, IL 60201","1,100", No, 2, 2, 2,"Home values in 60201 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Downtown will fall 2.3% (↓) in the next year.This home is valued 32% lower (↓) than the median home in Downtown.The median Zestimate® for this neighborhood is $498,460.",https://www.zillow.com/homedetails/800-Elgin-Rd-APT-1506-Evanston-IL-60201/70455518_zpid/,$707/mo,
267,Condo,2002,"Forced air, Gas",Central,1 space,,$287,"$359,000","515 Main St APT 708, Evanston, IL 60202","1,250", No, 2, 2, 2,"Home values in 60202 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Main-Chicago will fall 1.6% (↓) in the next year.This home is valued 8.8% higher (↑) than the median home in Main-Chicago.The median Zestimate® for this neighborhood is $329,995.",https://www.zillow.com/homedetails/515-Main-St-APT-708-Evanston-IL-60202/61958884_zpid/,$412/mo,
268,Condo,2003,Forced air,Central,2 spaces,,No Data,"$249,900","1236 Chicago Ave #501, Evanston, IL 60202",, No, 2, 1, 1,"Home values in 60202 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Chicago-Dempster will decrease 1.6% (↓) in the next year.This home is valued 24.3% lower (↓) than the median home in Chicago-Dempster.The median Zestimate® for this neighborhood is $329,995.",https://www.zillow.com/homedetails/1236-Chicago-Ave-501-Evanston-IL-60202/2077662160_zpid/,$537/month,
269,Multiple Occupancy,1953,"Forced air, Gas",No Data,2 spaces,,$221,"$449,900","722 Florence Ave, Evanston, IL 60202","2,040", No, 4, 3, 2,"Home values in 60202 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in 60202 will decrease 1.6% (↓) in the next year.This home is valued 36.3% higher (↑) than the median home in 60202.The median Zestimate® for this neighborhood is $329,995.",https://www.zillow.com/homedetails/722-Florence-Ave-Evanston-IL-60202/2080097647_zpid/,, 1
270,Single Family,1904,Gas,No Data,2 spaces,"10,044 sqft",$225,"$1,000,000","2326 Orrington Ave, Evanston, IL 60201","4,450", No, 5, 4, 3,"Home values in 60201 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in 60201 will fall 2.3% (↓) in the next year.This home is valued 100.6% higher (↑) than the median home in 60201.The median Zestimate® for this neighborhood is $498,460.",https://www.zillow.com/homedetails/2326-Orrington-Ave-Evanston-IL-60201/3563381_zpid/,, 1
271,Condo,No Data,No Data,No Data,2 spaces,,$164,"$115,000","1614 Monroe St APT 2W, Evanston, IL 60202",700, No, 1, 1, 1,"Home values in 60202 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in 60202 will fall 1.6% (↓) in the next year.This home is valued 65.2% lower (↓) than the median home in 60202.The median Zestimate® for this neighborhood is $329,995.",https://www.zillow.com/homedetails/1614-Monroe-St-APT-2W-Evanston-IL-60202/2077670950_zpid/,$296/month,
272,Condo,2003,Gas,Central,1 space,,$369,"$495,000","1720 Maple Ave APT 2640, Evanston, IL 60201","1,340", No, 2, 2, 2,"Home values in 60201 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Downtown will decrease 2.3% (↓) in the next year.This home is valued 0.7% lower (↓) than the median home in Downtown.The median Zestimate® for this neighborhood is $498,460.",https://www.zillow.com/homedetails/1720-Maple-Ave-APT-2640-Evanston-IL-60201/65556354_zpid/,$724/month,
273,Single Family,1972,Forced air,Central,2 spaces,0.3 acres,$285,"$1,350,000","1727 Hinman Ave, Evanston, IL 60201","4,742", No, 3, 5, 3,"Home values in 60201 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Downtown will fall 2.3% (↓) in the next year.This home is valued 170.8% higher (↑) than the median home in Downtown.The median Zestimate® for this neighborhood is $498,460.",https://www.zillow.com/homedetails/1727-Hinman-Ave-Evanston-IL-60201/3564565_zpid/,None, 2
274,Single Family,1886,Forced air,Central,6 spaces,0.58 acres,$379,"$1,625,000","921 Ridge Ave, Evanston, IL 60202","4,289", No, 5, 4, 3,"Home values in 60202 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in 60202 will decrease 1.6% (↓) in the next year.This home is valued 392.4% higher (↑) than the median home in 60202.The median Zestimate® for this neighborhood is $329,995.",https://www.zillow.com/homedetails/921-Ridge-Ave-Evanston-IL-60202/3565427_zpid/,None, 1
275,Condo,2004,"Forced air, Gas",Central,1 space,,$316,"$330,000","800 Elgin Rd APT 1118, Evanston, IL 60201","1,045", No, 2, 2, 2,"Home values in 60201 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Downtown will decrease 2.3% (↓) in the next year.This home is valued 33.8% lower (↓) than the median home in Downtown.The median Zestimate® for this neighborhood is $498,460.",https://www.zillow.com/homedetails/800-Elgin-Rd-APT-1118-Evanston-IL-60201/70455454_zpid/,$660/mo,
276,Multi Family,1958,Forced air,No Data,2 spaces,,No Data,"$639,000","8823 Forestview Rd, Evanston, IL 60203",, No, 8, 6, 5,"Home values in 60203 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in 60203 will fall 1.2% (↓) in the next year.This home is valued 59.5% higher (↑) than the median home in 60203.The median Zestimate® for this neighborhood is $400,738.",https://www.zillow.com/homedetails/8823-Forestview-Rd-Evanston-IL-60203/2077696258_zpid/,, 1
277,Single Family,1910,Forced air,Central,2 spaces,"7,501 sqft",$250,"$719,900","1721 Harrison St, Evanston, IL 60201","2,876", No, 4, 3, 2,"Home values in 60201 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Street will fall 2.3% (↓) in the next year.This home is valued 44.4% higher (↑) than the median home in Central Street.The median Zestimate® for this neighborhood is $498,460.",https://www.zillow.com/homedetails/1721-Harrison-St-Evanston-IL-60201/3517047_zpid/,$75/month, 1
278,Condo,2006,Forced air,Central,1 space,,$447,"$724,900","807 Davis St UNIT 909, Evanston, IL 60201","1,622", No, 2, 2, 2,"Home values in 60201 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Downtown will decrease 2.3% (↓) in the next year.This home is valued 45.4% higher (↑) than the median home in Downtown.The median Zestimate® for this neighborhood is $498,460.",https://www.zillow.com/homedetails/807-Davis-St-UNIT-909-Evanston-IL-60201/89953654_zpid/,$750/month,
279,Condo,2006,"Forced air, Gas",Central,2 spaces,,$293,"$314,900","800 Elgin Rd APT 1011, Evanston, IL 60201","1,075", No, 2, 2, 2,"Home values in 60201 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Downtown will fall 2.3% (↓) in the next year.This home is valued 36.8% lower (↓) than the median home in Downtown.The median Zestimate® for this neighborhood is $498,460.",https://www.zillow.com/homedetails/800-Elgin-Rd-APT-1011-Evanston-IL-60201/70455431_zpid/,$723/mo,
280,Condo,1998,"Forced air, Gas",Central,1 space,,$228,"$349,987","2601 Central St UNIT 205, Evanston, IL 60201","1,532", No, 2, 2, 2,"Home values in 60201 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Street will decrease 2.3% (↓) in the next year.This home is valued 29.8% lower (↓) than the median home in Central Street.The median Zestimate® for this neighborhood is $498,460.",https://www.zillow.com/homedetails/2601-Central-St-UNIT-205-Evanston-IL-60201/3376093_zpid/,$428/mo,
281,Condo,2003,"Forced air, Electric",Central,1 space,,$250,"$225,000","1222 Chicago Ave APT 402, Evanston, IL 60202",900, No, 1, 1, 1,"Home values in 60202 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Chicago-Dempster will decrease 1.6% (↓) in the next year.This home is valued 31.8% lower (↓) than the median home in Chicago-Dempster.The median Zestimate® for this neighborhood is $329,995.",https://www.zillow.com/homedetails/1222-Chicago-Ave-APT-402-Evanston-IL-60202/2082934190_zpid/,$444/mo,
282,Condo,1959,No Data,Wall,1 space,,,"$215,000","2216 Central St APT 2S, Evanston, IL 60201",, No, 2, 1, 1,"Home values in 60201 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Street will fall 2.3% (↓) in the next year.This home is valued 56.9% lower (↓) than the median home in Central Street.The median Zestimate® for this neighborhood is $498,460.",https://www.zillow.com/homedetails/2216-Central-St-APT-2S-Evanston-IL-60201/2089173405_zpid/,$360/mo,
283,Condo,1925,"Forced air, Gas",Central,No Data,,$261,"$247,500","1224 Elmwood Ave APT 3E, Evanston, IL 60202",950, No, 2, 1, 1,"Home values in 60202 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Chicago-Dempster will fall 1.6% (↓) in the next year.This home is valued 25% lower (↓) than the median home in Chicago-Dempster.The median Zestimate® for this neighborhood is $329,995.",https://www.zillow.com/homedetails/1224-Elmwood-Ave-APT-3E-Evanston-IL-60202/80853636_zpid/,$361/mo,
284,Condo,2006,"Forced air, Gas",Central,1 space,,$290,"$435,000","900 Chicago Ave UNIT 507, Evanston, IL 60202","1,500", No, 3, 2, 2,"Home values in 60202 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Main-Chicago will fall 1.6% (↓) in the next year.This home is valued 31.8% higher (↑) than the median home in Main-Chicago.The median Zestimate® for this neighborhood is $329,995.",https://www.zillow.com/homedetails/900-Chicago-Ave-UNIT-507-Evanston-IL-60202/80846088_zpid/,$500/mo,
285,Condo,1920,No Data,No Data,No Data,,$135,"$148,900","819 Brummel St APT 3N, Evanston, IL 60202","1,100", No, 2, 1, 1,"Home values in 60202 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Howard Street will fall 1.6% (↓) in the next year.This home is valued 54.9% lower (↓) than the median home in Howard Street.The median Zestimate® for this neighborhood is $329,995.",https://www.zillow.com/homedetails/819-Brummel-St-APT-3N-Evanston-IL-60202/3569857_zpid/,$308/mo,
