,Type,Year built,Heating,Cooling,Parking,Lot,Total Price,Address,Square Feet,New construction,Bedrooms,Bathrooms,Full bathrooms,neighborhood_stats,URL,Half bathrooms,HOA,zip,median_nhv,location,Parking_Binned,address_clean
50,Single Family,2020.0,,None,3 spaces,,443900.0,"Buildable plan: Brighton, Primrose : Cottages, Saratoga Springs, UT 84045",, Yes,5.0,3.0,3.0,"Home values in 84045 have risen 4.9 % (↑) over the past 12 months.Zillow predicts the home values in 84045 will increase 4.9% (↑) in the next year.This home is valued 12.5% higher (↑) than the median home in 84045.The median Zestimate® for this neighborhood is $394,532.",https://www.zillow.com/community/primrose-cottages/2078523032_zpid/,0,Yes,84045,394532.0,Saratoga Springs,Yes,"Buildable plan: Brighton, Primrose : Cottages, Saratoga Springs, UT 84045"
51,Single Family,2003.0,Other,Central,3 spaces,13068.0,474900.0,"4662 W Moose Horn Ct, West Jordan, UT 84088",2808.0, No,5.0,3.0,3.0,"Home values in 84088 have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in 84088 will rise 5.2% (↑) in the next year.This home is valued 25.3% higher (↑) than the median home in 84088.The median Zestimate® for this neighborhood is $378,893.",https://www.zillow.com/homedetails/4662-W-Moose-Horn-Ct-West-Jordan-UT-84088/63342901_zpid/,0,Yes,84088,378893.0,West Jordan,Yes,"4662 W Moose Horn Ct, West Jordan, UT 84088"
52,Single Family,2017.0,"Forced air, Gas",Central,,5227.0,515000.0,"238 E 8800 S, Sandy, UT 84070",3267.0, No,3.0,3.0,2.0,"Home values in 84070 have risen 4.7 % (↑) over the past 12 months.Zillow predicts the home values in 84070 will increase 5.3% (↑) in the next year.This home is valued 45% higher (↑) than the median home in 84070.The median Zestimate® for this neighborhood is $355,188.",https://www.zillow.com/homedetails/238-E-8800-S-Sandy-UT-84070/248856847_zpid/,1,Yes,84070,355188.0,Sandy,No,"238 E 8800 S, Sandy, UT 84070"
53,Condo,1980.0,"Forced air, Gas",Central,1 space,,215000.0,"6884 S 670 E, Midvale, UT 84047",1100.0, No,2.0,1.0,1.0,"Home values in 84047 have risen 4.5 % (↑) over the past 12 months.Zillow predicts the home values in 84047 will increase 4.8% (↑) in the next year.This home is valued 35.5% lower (↓) than the median home in 84047.The median Zestimate® for this neighborhood is $333,183.",https://www.zillow.com/homedetails/6884-S-670-E-Midvale-UT-84047/12868797_zpid/,0,No,84047,333183.0,Midvale,Yes,"6884 S 670 E, Midvale, UT 84047"
54,Single Family,1954.0,"Other, Gas, Other",Central,2 spaces,7840.0,275000.0,"4900 S 4420 W, Salt Lake City, UT 84118",1457.0, No,3.0,2.0,1.0,"Home values in 84118 have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in Hoffman Heights will increase 5.2% (↑) in the next year.This home is valued 5.5% lower (↓) than the median home in Hoffman Heights.The median Zestimate® for this neighborhood is $291,158.",https://www.zillow.com/homedetails/4900-S-4420-W-Salt-Lake-City-UT-84118/12816795_zpid/,1,Yes,84118,291158.0,Salt Lake City,Yes,"4900 S 4420 W, Salt Lake City, UT 84118"
55,Single Family,2017.0,,None,3 spaces,10018.0,545000.0,"6118 W 8485 S, West Jordan, UT 84081",4329.0, No,4.0,3.0,2.0,"Home values in 84081 have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in 84081 will increase 5.1% (↑) in the next year.This home is valued 41.3% higher (↑) than the median home in 84081.The median Zestimate® for this neighborhood is $385,804.",https://www.zillow.com/homedetails/6118-W-8485-S-West-Jordan-UT-84081/251208173_zpid/,1,Yes,84081,385804.0,West Jordan,Yes,"6118 W 8485 S, West Jordan, UT 84081"
56,Single Family,1999.0,Other,Central,2 spaces,6534.0,565000.0,"77 E Steep Mountain Dr, Draper, UT 84020",2725.0, No,5.0,4.0,3.0,,https://www.zillow.com/homedetails/77-E-Steep-Mountain-Dr-Draper-UT-84020/12938177_zpid/,1,Yes,84020,,Draper,Yes,"77 E Steep Mountain Dr, Draper, UT 84020"
57,Single Family,1997.0,Other,Central,2 spaces,12632.4,474900.0,"4651 W Copper Valley Ln, West Jordan, UT 84088",3100.0, No,6.0,3.0,3.0,"Home values in 84088 have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in 84088 will increase 5.2% (↑) in the next year.This home is valued 25.3% higher (↑) than the median home in 84088.The median Zestimate® for this neighborhood is $378,893.",https://www.zillow.com/homedetails/4651-W-Copper-Valley-Ln-West-Jordan-UT-84088/12893182_zpid/,0,Yes,84088,378893.0,West Jordan,Yes,"4651 W Copper Valley Ln, West Jordan, UT 84088"
58,Single Family,1916.0,"Forced air, Gas",Central,1 space,4356.0,650000.0,"744 E Emerson Ave, Salt Lake City, UT 84105",2312.0, No,4.0,3.0,3.0,"Home values in East Central have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in East Central will increase 4.1% (↑) in the next year.This home is valued 36.8% higher (↑) than the median home in East Central.The median Zestimate® for this neighborhood is $475,000.",https://www.zillow.com/homedetails/744-E-Emerson-Ave-Salt-Lake-City-UT-84105/12769004_zpid/,0,Yes,84105,475000.0,Salt Lake City,Yes,"744 E Emerson Ave, Salt Lake City, UT 84105"
59,Single Family,2018.0,,None,2 spaces,3049.0,355000.0,"6827 W Pomona Ct, West Jordan, UT 84081",2334.0, No,3.0,3.0,2.0,"Home values in 84081 have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in 84081 will increase 5.1% (↑) in the next year.This home is valued 8% lower (↓) than the median home in 84081.The median Zestimate® for this neighborhood is $385,804.",https://www.zillow.com/homedetails/6827-W-Pomona-Ct-West-Jordan-UT-84081/2077548827_zpid/,1,Yes,84081,385804.0,West Jordan,Yes,"6827 W Pomona Ct, West Jordan, UT 84081"
60,Condo,2010.0,,None,1 space,,199900.0,"10367 S Oquirrh Lake Rd W #108, South Jordan, UT 84009",1000.0, No,2.0,2.0,1.0,"Home values in 84009 have risen 3.3 % (↑) over the past 12 months.Zillow predicts the home values in 84009 will increase 3.6% (↑) in the next year.This home is valued 53.4% lower (↓) than the median home in 84009.The median Zestimate® for this neighborhood is $428,858.",https://www.zillow.com/homedetails/10367-S-Oquirrh-Lake-Rd-W-108-South-Jordan-UT-84009/2077548826_zpid/,1,No,84009,428858.0,South Jordan,Yes,10367 S Oquirrh Lake Rd W South Jordan UT 84009
61,Single Family,1991.0,Other,Central,2 spaces,11761.2,450000.0,"3210 W 8475 S, West Jordan, UT 84088",3497.0, No,4.0,3.0,3.0,"Home values in 84088 have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in 84088 will rise 5.2% (↑) in the next year.This home is valued 18.8% higher (↑) than the median home in 84088.The median Zestimate® for this neighborhood is $378,893.",https://www.zillow.com/homedetails/3210-W-8475-S-West-Jordan-UT-84088/12845245_zpid/,0,Yes,84088,378893.0,West Jordan,Yes,"3210 W 8475 S, West Jordan, UT 84088"
62,Mobile / Manufactured,1991.0,,None,2 spaces,,74900.0,"4600 S Yarrow Ln #76, Salt Lake City, UT 84123",920.0, No,3.0,2.0,2.0,"Home values in 84123 have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in 84123 will rise 6% (↑) in the next year.This home is valued 79% lower (↓) than the median home in 84123.The median Zestimate® for this neighborhood is $357,346.",https://www.zillow.com/homedetails/4600-S-Yarrow-Ln-76-Salt-Lake-City-UT-84123/2077548870_zpid/,0,Yes,84123,357346.0,Salt Lake City,Yes,4600 S Yarrow Ln Salt Lake City UT 84123
63,Single Family,2019.0,,None,2 spaces,3049.0,375000.0,"-- West Jordan, UT 84081",2577.0, No,4.0,3.0,2.0,"Home values in 84081 have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in 84081 will increase 5.1% (↑) in the next year.This home is valued 2.8% lower (↓) than the median home in 84081.The median Zestimate® for this neighborhood is $385,804.",https://www.zillow.com/homedetails/West-Jordan-UT-84081/2079111571_zpid/,1,Yes,84081,385804.0,West Jordan,Yes,"-- West Jordan, UT 84081"
64,Single Family,1960.0,,None,2 spaces,11325.6,619900.0,"2770 S Sonnet Dr, Salt Lake City, UT 84106",3118.0, No,4.0,3.0,3.0,"Home values in Sugar House have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in Sugar House will rise 4.5% (↑) in the next year.This home is valued 32.4% higher (↑) than the median home in Sugar House.The median Zestimate® for this neighborhood is $468,204.",https://www.zillow.com/homedetails/2770-S-Sonnet-Dr-Salt-Lake-City-UT-84106/2077548882_zpid/,0,Yes,84106,468204.0,Salt Lake City,Yes,"2770 S Sonnet Dr, Salt Lake City, UT 84106"
65,Multiple Occupancy,2004.0,Forced air,Other,2 spaces,,325000.0,"13281 S Cedar Park Dr, Herriman, UT 84096",2433.0, No,3.0,3.0,2.0,"Home values in 84096 have risen 3.4 % (↑) over the past 12 months.Zillow predicts the home values in 84096 will rise 3.6% (↑) in the next year.This home is valued 25.8% lower (↓) than the median home in 84096.The median Zestimate® for this neighborhood is $437,903.",https://www.zillow.com/homedetails/13281-S-Cedar-Park-Dr-Herriman-UT-84096/83825752_zpid/,1,Yes,84096,437903.0,Herriman,Yes,"13281 S Cedar Park Dr, Herriman, UT 84096"
66,Single Family,1983.0,Other,Central,2 spaces,12196.8,399000.0,"3905 W 7965 S, West Jordan, UT 84088",2364.0, No,5.0,2.0,2.0,"Home values in 84088 have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in 84088 will rise 5.2% (↑) in the next year.This home is valued 5.3% higher (↑) than the median home in 84088.The median Zestimate® for this neighborhood is $378,893.",https://www.zillow.com/homedetails/3905-W-7965-S-West-Jordan-UT-84088/12844180_zpid/,0,Yes,84088,378893.0,West Jordan,Yes,"3905 W 7965 S, West Jordan, UT 84088"
67,Single Family,2010.0,Other,Central,3 spaces,7840.0,530000.0,"6548 W Peacemaker Way, Herriman, UT 84096",3468.0, No,5.0,3.0,2.0,"Home values in 84096 have risen 3.4 % (↑) over the past 12 months.Zillow predicts the home values in 84096 will increase 3.6% (↑) in the next year.This home is valued 21% higher (↑) than the median home in 84096.The median Zestimate® for this neighborhood is $437,903.",https://www.zillow.com/homedetails/6548-W-Peacemaker-Way-Herriman-UT-84096/111374119_zpid/,1,Yes,84096,437903.0,Herriman,Yes,"6548 W Peacemaker Way, Herriman, UT 84096"
68,Single Family,1983.0,Other,None,1 space,9147.0,315000.0,"3709 S Shotgun Cir, Magna, UT 84044",1822.0, No,4.0,2.0,2.0,"Home values in 84044 have risen 5.6 % (↑) over the past 12 months.Zillow predicts the home values in 84044 will rise 5.5% (↑) in the next year.This home is valued 11.9% higher (↑) than the median home in 84044.The median Zestimate® for this neighborhood is $281,589.",https://www.zillow.com/homedetails/3709-S-Shotgun-Cir-Magna-UT-84044/12729616_zpid/,0,Yes,84044,281589.0,Magna,Yes,"3709 S Shotgun Cir, Magna, UT 84044"
69,Townhouse,2017.0,,None,2 spaces,871.0,319000.0,"13392 S Alto Vista Ln, Herriman, UT 84096",1480.0, No,3.0,3.0,2.0,"Home values in 84096 have risen 3.4 % (↑) over the past 12 months.Zillow predicts the home values in 84096 will rise 3.6% (↑) in the next year.This home is valued 27.2% lower (↓) than the median home in 84096.The median Zestimate® for this neighborhood is $437,903.",https://www.zillow.com/homedetails/13392-S-Alto-Vista-Ln-Herriman-UT-84096/251211407_zpid/,1,Yes,84096,437903.0,Herriman,Yes,"13392 S Alto Vista Ln, Herriman, UT 84096"
70,Single Family,1940.0,Other,None,2 spaces,6969.0,535000.0,"1842 E Sunnyside Ave, Salt Lake City, UT 84108",2054.0, No,3.0,2.0,2.0,"Home values in Yalecrest have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in Yalecrest will rise 2.4% (↑) in the next year.This home is valued 30.9% lower (↓) than the median home in Yalecrest.The median Zestimate® for this neighborhood is $773,837.",https://www.zillow.com/homedetails/1842-E-Sunnyside-Ave-Salt-Lake-City-UT-84108/12760702_zpid/,0,Yes,84108,773837.0,Salt Lake City,Yes,"1842 E Sunnyside Ave, Salt Lake City, UT 84108"
71,Single Family,1940.0,Other,Central,2 spaces,6969.0,795000.0,"1932 E Herbert Ave, Salt Lake City, UT 84108",2122.0, No,4.0,2.0,2.0,"Home values in Bonneville Hills have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in Bonneville Hills will rise 4.5% (↑) in the next year.This home is valued 21.1% higher (↑) than the median home in Bonneville Hills.The median Zestimate® for this neighborhood is $656,656.",https://www.zillow.com/homedetails/1932-E-Herbert-Ave-Salt-Lake-City-UT-84108/12761827_zpid/,0,Yes,84108,656656.0,Salt Lake City,Yes,"1932 E Herbert Ave, Salt Lake City, UT 84108"
72,Townhouse,2004.0,,None,2 spaces,1306.0,329000.0,"14881 S Ox Cart Ln, Draper, UT 84020",1479.0, No,2.0,3.0,2.0,,https://www.zillow.com/homedetails/14881-S-Ox-Cart-Ln-Draper-UT-84020/2077552603_zpid/,1,Yes,84020,,Draper,Yes,"14881 S Ox Cart Ln, Draper, UT 84020"
73,Townhouse,2014.0,,None,2 spaces,1742.0,375000.0,"4899 W South Jordan Pkwy, South Jordan, UT 84009",2206.0, No,3.0,3.0,2.0,"Home values in 84009 have risen 3.3 % (↑) over the past 12 months.Zillow predicts the home values in 84009 will increase 3.6% (↑) in the next year.This home is valued 12.6% lower (↓) than the median home in 84009.The median Zestimate® for this neighborhood is $428,858.",https://www.zillow.com/homedetails/4899-W-South-Jordan-Pkwy-South-Jordan-UT-84009/145606734_zpid/,1,Yes,84009,428858.0,South Jordan,Yes,"4899 W South Jordan Pkwy, South Jordan, UT 84009"
74,Single Family,1976.0,Other,Central,2 spaces,9583.0,399900.0,"6964 S 2160 W, West Jordan, UT 84084",2352.0, No,5.0,2.0,2.0,"Home values in 84084 have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in 84084 will rise 5.5% (↑) in the next year.This home is valued 16.8% higher (↑) than the median home in 84084.The median Zestimate® for this neighborhood is $342,321.",https://www.zillow.com/homedetails/6964-S-2160-W-West-Jordan-UT-84084/12837305_zpid/,0,Yes,84084,342321.0,West Jordan,Yes,"6964 S 2160 W, West Jordan, UT 84084"
75,Single Family,2020.0,,None,1 space,,482990.0,"Buildable plan: Bryce, Spring House Village At Daybreak, South Jordan, UT 84009",, Yes,2.0,5.0,4.0,"Home values in 84009 have risen 3.3 % (↑) over the past 12 months.Zillow predicts the home values in 84009 will rise 3.6% (↑) in the next year.This home is valued 12.6% higher (↑) than the median home in 84009.The median Zestimate® for this neighborhood is $428,858.",https://www.zillow.com/community/spring-house-village-at-daybreak/2078070153_zpid/,1,Yes,84009,428858.0,South Jordan,Yes,"Buildable plan: Bryce, Spring House Village At Daybreak, South Jordan, UT 84009"
76,Single Family,2020.0,,None,2 spaces,,465950.0,"Buildable plan: Coronado, Jackson, Herriman, UT 84096",, Yes,3.0,3.0,2.0,"Home values in 84096 have risen 3.4 % (↑) over the past 12 months.Zillow predicts the home values in 84096 will rise 3.6% (↑) in the next year.This home is valued 6.4% higher (↑) than the median home in 84096.The median Zestimate® for this neighborhood is $437,903.",https://www.zillow.com/community/jackson/2078676956_zpid/,1,Yes,84096,437903.0,Herriman,Yes,"Buildable plan: Coronado, Jackson, Herriman, UT 84096"
77,,2020.0,,None,,,670995.0,"Lot #0074, Canyon Point at Traverse Mountain - The Summit Collection, Lehi, UT 84043",, Yes,4.0,3.0,3.0,"Home values in 84043 have risen 4.9 % (↑) over the past 12 months.Zillow predicts the home values in 84043 will increase 4.9% (↑) in the next year.This home is valued 71% higher (↑) than the median home in 84043.The median Zestimate® for this neighborhood is $392,315.",https://www.zillow.com/community/canyon-point-at-traverse-mountain-summit-collection/2077873214_zpid/,0,Yes,84043,392315.0,Lehi,No,Lot Canyon Point at Traverse Mountain - The Summit Collection Lehi UT 84043
78,Single Family,2020.0,,None,3 spaces,9147.0,540000.0,"5444 N Meadow Lark Ln, Lehi, UT 84043",3749.0, No,3.0,3.0,2.0,"Home values in 84043 have risen 4.9 % (↑) over the past 12 months.Zillow predicts the home values in 84043 will increase 4.9% (↑) in the next year.This home is valued 37.6% higher (↑) than the median home in 84043.The median Zestimate® for this neighborhood is $392,315.",https://www.zillow.com/homedetails/5444-N-Meadow-Lark-Ln-Lehi-UT-84043/306586794_zpid/,1,Yes,84043,392315.0,Lehi,Yes,"5444 N Meadow Lark Ln, Lehi, UT 84043"
79,Townhouse,2007.0,Other,Central,,871.0,364900.0,"13639 S Mount Cortina Way, Riverton, UT 84065",2302.0, No,3.0,3.0,0.0,"Home values in Riverton have risen 4.7 % (↑) over the past 12 months.Zillow predicts the home values in 84065 will increase 4.1% (↑) in the next year.This home is valued 15.2% lower (↓) than the median home in 84065.The median Zestimate® for this neighborhood is $430,414.",https://www.zillow.com/homedetails/13639-S-Mount-Cortina-Way-Riverton-UT-84065/72629590_zpid/,0,Yes,84065,430414.0,Riverton,No,"13639 S Mount Cortina Way, Riverton, UT 84065"
80,Single Family,2020.0,,None,2 spaces,,847900.0,"Buildable plan: Brookhaven, Daybreak, South Jordan, UT 84009",, Yes,4.0,3.0,2.0,"Home values in 84009 have risen 3.3 % (↑) over the past 12 months.Zillow predicts the home values in 84009 will increase 3.6% (↑) in the next year.This home is valued 97.7% higher (↑) than the median home in 84009.The median Zestimate® for this neighborhood is $428,858.",https://www.zillow.com/community/daybreak/2077553147_zpid/,1,Yes,84009,428858.0,South Jordan,Yes,"Buildable plan: Brookhaven, Daybreak, South Jordan, UT 84009"
81,Single Family,2020.0,,None,2 spaces,,873900.0,"Buildable plan: Southampton, Daybreak, South Jordan, UT 84009",, Yes,3.0,3.0,2.0,"Home values in 84009 have risen 3.3 % (↑) over the past 12 months.Zillow predicts the home values in 84009 will rise 3.6% (↑) in the next year.This home is valued 103.8% higher (↑) than the median home in 84009.The median Zestimate® for this neighborhood is $428,858.",https://www.zillow.com/community/daybreak/2077553146_zpid/,1,Yes,84009,428858.0,South Jordan,Yes,"Buildable plan: Southampton, Daybreak, South Jordan, UT 84009"
