,Type,Year built,Heating,Cooling,Parking,HOA,Total Price,Address,Square Feet,New construction,Bedrooms,Bathrooms,Full bathrooms,neighborhood_stats,URL,Half bathrooms,zip,median_nhv2,Parking_Binned,Bathrooms_adj,address_clean,lat-lng
50,Condo,2015.0,Forced air,Central,2 spaces,No,489900.0,"2447 W Walton St #1, Chicago, IL 60622",2100.0, No,3.0,3.0,3.0,"Home values in Humboldt Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Humboldt Park will rise 4.2% (↑) in the next year.This home is valued 63.2% higher (↑) than the median home in Humboldt Park.The median Zestimate® for this neighborhood is $300,127.",https://www.zillow.com/homedetails/2447-W-Walton-St-1-Chicago-IL-60622/65544922_zpid/,0,60622,300127,Yes,0.0,2447 W Walton St Chicago IL 60622,"[41.89824245, -87.68874647496902]"
51,Condo,2020.0,"Forced air, Gas",Central,1 space,No,659900.0,"5015 N Clark St #303, Chicago, IL 60640",, Yes,3.0,2.0,2.0,"Home values in Uptown have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Uptown will increase 2% (↑) in the next year.This home is valued 117.5% higher (↑) than the median home in Uptown.The median Zestimate® for this neighborhood is $303,469.",https://www.zillow.com/homedetails/5015-N-Clark-St-303-Chicago-IL-60640/2077601439_zpid/,0,60640,303469,Yes,0.0,5015 N Clark St Chicago IL 60640,"[41.9729781, -87.66767319120056]"
52,Multi Family,1926.0,Forced air,Central,2 spaces,Yes,469900.0,"3742 N Newland Ave, Chicago, IL 60634",952.0, No,5.0,3.0,3.0,"Home values in Dunning have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Dunning will fall 0.3% (↓) in the next year.This home is valued 77.4% higher (↑) than the median home in Dunning.The median Zestimate® for this neighborhood is $264,849.",https://www.zillow.com/homedetails/3742-N-Newland-Ave-Chicago-IL-60634/3655971_zpid/,0,60634,264849,Yes,0.0,"3742 N Newland Ave, Chicago, IL 60634","[41.94849515, -87.80000546176025]"
53,Multiple Occupancy,1954.0,Gas,None,2 spaces,Yes,379500.0,"3514 N Oak Park Ave, Chicago, IL 60634",, No,4.0,3.0,3.0,"Home values in Schorsch Village have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Schorsch Village will fall 3.8% (↓) in the next year.This home is valued 34.2% higher (↑) than the median home in Schorsch Village.The median Zestimate® for this neighborhood is $282,834.",https://www.zillow.com/homedetails/3514-N-Oak-Park-Ave-Chicago-IL-60634/2077601431_zpid/,0,60634,282834,Yes,0.0,"3514 N Oak Park Ave, Chicago, IL 60634","[41.9441731, -87.79624708667453]"
54,Condo,1911.0,Gas,None,,No,250000.0,"2049 W Ainslie St #3, Chicago, IL 60625",970.0, No,2.0,1.0,1.0,"Home values in Ravenswood have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Ravenswood will rise 2.6% (↑) in the next year.This home is valued 49.9% lower (↓) than the median home in Ravenswood.The median Zestimate® for this neighborhood is $498,877.",https://www.zillow.com/homedetails/2049-W-Ainslie-St-3-Chicago-IL-60625/3698251_zpid/,0,60625,498877,No,0.0,2049 W Ainslie St Chicago IL 60625,"[41.97063288315045, -87.68072027598143]"
55,Condo,2012.0,"Forced air, Heat pump",Central,1 space,No,1350000.0,"2550 N Lakeview Ave UNIT S1805, Chicago, IL 60614",1561.0, No,2.0,2.0,2.0,"Home values in Lincoln Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Lincoln Park will fall 0.8% (↓) in the next year.This home is valued 144.2% higher (↑) than the median home in Lincoln Park.The median Zestimate® for this neighborhood is $552,789.",https://www.zillow.com/homedetails/2550-N-Lakeview-Ave-UNIT-S1805-Chicago-IL-60614/123056557_zpid/,0,60614,552789,Yes,0.0,2550 N Lakeview Ave Chicago IL 60614,"[41.92908735, -87.63953686768265]"
56,Single Family,1905.0,Gas,Central,3 spaces,Yes,849000.0,"4733 N Winthrop Ave, Chicago, IL 60640",3700.0, No,6.0,4.0,3.0,"Home values in Uptown have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Uptown will rise 2% (↑) in the next year.This home is valued 179.8% higher (↑) than the median home in Uptown.The median Zestimate® for this neighborhood is $303,469.",https://www.zillow.com/homedetails/4733-N-Winthrop-Ave-Chicago-IL-60640/3705743_zpid/,1,60640,303469,Yes,1.0,"4733 N Winthrop Ave, Chicago, IL 60640","[41.968223449999996, -87.6572713694179]"
57,Condo,2004.0,"Forced air, Gas",Central,1 space,No,349500.0,"1000 W Leland Ave APT 4G, Chicago, IL 60640",1100.0, No,2.0,2.0,2.0,"Home values in Uptown have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Uptown will rise 2% (↑) in the next year.This home is valued 15.2% higher (↑) than the median home in Uptown.The median Zestimate® for this neighborhood is $303,469.",https://www.zillow.com/homedetails/1000-W-Leland-Ave-APT-4G-Chicago-IL-60640/70460201_zpid/,0,60640,303469,Yes,0.0,1000 W Leland Ave Chicago IL 60640,"[41.967486949999994, -87.65518625200633]"
58,Condo,1964.0,,None,,No,40974.0,"2772 E 75th St, Chicago, IL 60649",1200.0, No,1.0,1.0,0.0,"Home values in 60649 have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in 60649 will rise 3.4% (↑) in the next year.This home is valued 100% lower (↓) than the median home in 60649.The median Zestimate® for this neighborhood is $114,852.",https://www.zillow.com/homedetails/2772-E-75th-St-Chicago-IL-60649/4025797_zpid/,0,60649,114852,No,1.0,"2772 E 75th St, Chicago, IL 60649","[41.7609181, -87.5567242]"
59,Condo,2008.0,Forced air,Central,1 space,No,465000.0,"100 E 14th St APT 1107, Chicago, IL 60605",1255.0, No,2.0,2.0,2.0,"Home values in South Loop have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in South Loop will rise 3.2% (↑) in the next year.This home is valued 23.4% higher (↑) than the median home in South Loop.The median Zestimate® for this neighborhood is $376,901.",https://www.zillow.com/homedetails/100-E-14th-St-APT-1107-Chicago-IL-60605/99358118_zpid/,0,60605,376901,Yes,0.0,100 E 14th St Chicago IL 60605,"[41.864485349999995, -87.62368747497932]"
60,Single Family,1962.0,Forced air,Central,2 spaces,Yes,215000.0,"8330 S Keeler Ave, Chicago, IL 60652",1326.0, No,3.0,3.0,2.0,"Home values in Scottsdale have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Scottsdale will increase 3.9% (↑) in the next year.This home is valued 5.3% higher (↑) than the median home in Scottsdale.The median Zestimate® for this neighborhood is $204,139.",https://www.zillow.com/homedetails/8330-S-Keeler-Ave-Chicago-IL-60652/3973407_zpid/,1,60652,204139,Yes,1.0,"8330 S Keeler Ave, Chicago, IL 60652","[41.74116585, -87.7267962915249]"
61,Single Family,1961.0,Forced air,Central,2 spaces,Yes,154900.0,"11746 S Bishop St, Chicago, IL 60643",3750.0, No,4.0,2.0,1.0,"Home values in West Pullman have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in West Pullman will increase 11.3% (↑) in the next year.This home is valued 60.9% higher (↑) than the median home in West Pullman.The median Zestimate® for this neighborhood is $96,277.",https://www.zillow.com/homedetails/11746-S-Bishop-St-Chicago-IL-60643/4151371_zpid/,1,60643,96277,Yes,1.0,"11746 S Bishop St, Chicago, IL 60643","[41.679866700000005, -87.65806682573643]"
62,Single Family,1943.0,"Forced air, Gas",Central,2 spaces,Yes,149900.0,"10549 S Rhodes Ave, Chicago, IL 60628",1166.0, No,2.0,1.0,1.0,"Home values in Rosemoor have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Rosemoor will decrease 3.5% (↓) in the next year.This home is valued 15.3% higher (↑) than the median home in Rosemoor.The median Zestimate® for this neighborhood is $130,042.",https://www.zillow.com/homedetails/10549-S-Rhodes-Ave-Chicago-IL-60628/4139703_zpid/,0,60628,130042,Yes,0.0,"10549 S Rhodes Ave, Chicago, IL 60628","[41.702271499999995, -87.60972079959504]"
63,Condo,1890.0,Forced air,Central,1 space,No,465000.0,"926 W Barry Ave #2, Chicago, IL 60657",1600.0, No,2.0,2.0,2.0,"Home values in Lake View have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Lake View will fall 0.3% (↓) in the next year.This home is valued 14% lower (↓) than the median home in Lake View.The median Zestimate® for this neighborhood is $540,603.",https://www.zillow.com/homedetails/926-W-Barry-Ave-2-Chicago-IL-60657/54534842_zpid/,0,60657,540603,Yes,0.0,926 W Barry Ave Chicago IL 60657,"[41.9378525, -87.6482696]"
64,Single Family,1980.0,"Forced air, Gas",Central,2 spaces,Yes,129900.0,"150 E 123rd St, Chicago, IL 60628",1263.0, No,4.0,2.0,1.0,"Home values in West Pullman have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in West Pullman will rise 11.3% (↑) in the next year.This home is valued 34.9% higher (↑) than the median home in West Pullman.The median Zestimate® for this neighborhood is $96,277.",https://www.zillow.com/homedetails/150-E-123rd-St-Chicago-IL-60628/4156222_zpid/,1,60628,96277,Yes,1.0,"150 E 123rd St, Chicago, IL 60628","[41.671014400000004, -87.61829722477421]"
65,Single Family,2018.0,"Forced air, Gas",Central,2 spaces,Yes,725000.0,"1729 N Spaulding Ave, Chicago, IL 60647",3000.0, No,4.0,4.0,3.0,"Home values in Logan Square have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Logan Square will rise 1.6% (↑) in the next year.This home is valued 79.6% higher (↑) than the median home in Logan Square.The median Zestimate® for this neighborhood is $403,670.",https://www.zillow.com/homedetails/1729-N-Spaulding-Ave-Chicago-IL-60647/2077604212_zpid/,1,60647,403670,Yes,1.0,"1729 N Spaulding Ave, Chicago, IL 60647","[41.91284, -87.7098758947431]"
66,Single Family,1927.0,Gas,None,2 spaces,Yes,399900.0,"5232 W Fletcher St, Chicago, IL 60641",3100.0, No,6.0,3.0,3.0,"Home values in Cragin have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Cragin will decrease 1.8% (↓) in the next year.This home is valued 53.3% higher (↑) than the median home in Cragin.The median Zestimate® for this neighborhood is $260,825.",https://www.zillow.com/homedetails/5232-W-Fletcher-St-Chicago-IL-60641/3672381_zpid/,0,60641,260825,Yes,0.0,"5232 W Fletcher St, Chicago, IL 60641","[41.9379856, -87.7580232256016]"
67,Multi Family,1959.0,Forced air,None,2 spaces,Yes,389000.0,"5317 S Menard Ave, Chicago, IL 60638",, No,4.0,2.0,2.0,"Home values in Garfield Ridge have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Garfield Ridge will increase 4.1% (↑) in the next year.This home is valued 61.2% higher (↑) than the median home in Garfield Ridge.The median Zestimate® for this neighborhood is $241,329.",https://www.zillow.com/homedetails/5317-S-Menard-Ave-Chicago-IL-60638/2077604349_zpid/,0,60638,241329,Yes,0.0,"5317 S Menard Ave, Chicago, IL 60638","[41.7958215, -87.7670437572034]"
68,Condo,1997.0,Forced air,Central,1 space,No,449000.0,"1340 N North Park Ave APT 2, Chicago, IL 60610",1200.0, No,2.0,2.0,2.0,"Home values in Old Town have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Old Town will decrease 0.2% (↓) in the next year.This home is valued 12.7% higher (↑) than the median home in Old Town.The median Zestimate® for this neighborhood is $398,382.",https://www.zillow.com/homedetails/1340-N-North-Park-Ave-APT-2-Chicago-IL-60610/3855707_zpid/,0,60610,398382,Yes,0.0,1340 N North Park Ave Chicago IL 60610,"[41.9068628, -87.63671388592404]"
69,Single Family,2005.0,"Forced air, Gas",Central,1 space,Yes,1660000.0,"Buildable plan: Plan C, Parkline Chicago, Chicago, IL 60601",, Yes,3.0,4.0,3.0,"Home values in The Loop have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in The Loop will decrease 3.3% (↓) in the next year.This home is valued 349.7% higher (↑) than the median home in The Loop.The median Zestimate® for this neighborhood is $369,141.",https://www.zillow.com/community/parkline-chicago/2078738228_zpid/,1,60601,369141,Yes,1.0,"Buildable plan: Plan C, Parkline Chicago, Chicago, IL 60601",
70,Single Family,1957.0,Forced air,Central,2 spaces,Yes,225000.0,"545 E 86th Pl, Chicago, IL 60619",985.0, No,3.0,2.0,1.0,"Home values in Chatham have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Chatham will decrease 5.4% (↓) in the next year.This home is valued 69.8% higher (↑) than the median home in Chatham.The median Zestimate® for this neighborhood is $132,482.",https://www.zillow.com/homedetails/545-E-86th-Pl-Chicago-IL-60619/4019843_zpid/,1,60619,132482,Yes,1.0,"545 E 86th Pl, Chicago, IL 60619","[41.73726885, -87.61033246398756]"
71,Condo,1960.0,Forced air,Other,1 space,No,250000.0,"1400 N State Pkwy APT 10B, Chicago, IL 60610",850.0, No,1.0,1.0,1.0,"Home values in Gold Coast have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Gold Coast will decrease 2% (↓) in the next year.This home is valued 53% lower (↓) than the median home in Gold Coast.The median Zestimate® for this neighborhood is $532,399.",https://www.zillow.com/homedetails/1400-N-State-Pkwy-APT-10B-Chicago-IL-60610/3855518_zpid/,0,60610,532399,Yes,0.0,1400 N State Pkwy Chicago IL 60610,"[41.9079587, -87.62917380494989]"
72,Condo,1974.0,"Other, Electric",Wall,1 space,No,189000.0,"2740 N Pine Grove Ave APT 8E, Chicago, IL 60614",600.0, No,1.0,1.0,1.0,"Home values in Lincoln Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Lincoln Park will fall 0.8% (↓) in the next year.This home is valued 65.8% lower (↓) than the median home in Lincoln Park.The median Zestimate® for this neighborhood is $552,789.",https://www.zillow.com/homedetails/2740-N-Pine-Grove-Ave-APT-8E-Chicago-IL-60614/3724915_zpid/,0,60614,552789,Yes,0.0,2740 N Pine Grove Ave Chicago IL 60614,"[41.93214665, -87.64140940282229]"
73,Condo,2004.0,Forced air,Central,1 space,No,499000.0,"859 W Erie St APT 806, Chicago, IL 60642",1200.0, No,2.0,2.0,2.0,"Home values in River West have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in River West will fall 2.3% (↓) in the next year.This home is valued 10.2% higher (↑) than the median home in River West.The median Zestimate® for this neighborhood is $452,832.",https://www.zillow.com/homedetails/859-W-Erie-St-APT-806-Chicago-IL-60642/80817907_zpid/,0,60642,452832,Yes,0.0,859 W Erie St Chicago IL 60642,"[41.8930292, -87.65002929317244]"
74,Condo,2012.0,Forced air,Central,1 space,No,449000.0,"622 N Ashland Ave #1, Chicago, IL 60622",1500.0, No,2.0,2.0,2.0,"Home values in West Town have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in West Town will increase 1.7% (↑) in the next year.This home is valued 11.5% lower (↓) than the median home in West Town.The median Zestimate® for this neighborhood is $507,475.",https://www.zillow.com/homedetails/622-N-Ashland-Ave-1-Chicago-IL-60622/253422629_zpid/,0,60622,507475,Yes,0.0,622 N Ashland Ave Chicago IL 60622,"[41.8931155, -87.6675347943698]"
75,Multi Family,1920.0,Forced air,Central,3 spaces,Yes,590000.0,"5618 N Maplewood Ave, Chicago, IL 60659",, No,6.0,3.0,3.0,"Home values in Arcadia Terrace have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Arcadia Terrace will fall 0.5% (↓) in the next year.This home is valued 73% higher (↑) than the median home in Arcadia Terrace.The median Zestimate® for this neighborhood is $341,101.",https://www.zillow.com/homedetails/5618-N-Maplewood-Ave-Chicago-IL-60659/2102434499_zpid/,0,60659,341101,Yes,0.0,"5618 N Maplewood Ave, Chicago, IL 60659","[41.9837394, -87.69336513459102]"
76,Single Family,1900.0,"Forced air, Gas",Central,2 spaces,Yes,2550000.0,"1229 W Montana St, Chicago, IL 60614",5626.0, No,5.0,6.0,5.0,"Home values in Wrightwood Neighbors have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Wrightwood Neighbors will fall 0.5% (↓) in the next year.This home is valued 276.5% higher (↑) than the median home in Wrightwood Neighbors.The median Zestimate® for this neighborhood is $677,229.",https://www.zillow.com/homedetails/1229-W-Montana-St-Chicago-IL-60614/3729937_zpid/,1,60614,677229,Yes,1.0,"1229 W Montana St, Chicago, IL 60614","[41.92603615, -87.65972251329546]"
77,Townhouse,2007.0,Forced air,Central,2 spaces,No,1141500.0,"1649 W Division St #K, Chicago, IL 60622",2895.0, Yes,4.0,4.0,3.0,"Home values in East Ukrainian Village have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in East Ukrainian Village will rise 1.7% (↑) in the next year.This home is valued 114.8% higher (↑) than the median home in East Ukrainian Village.The median Zestimate® for this neighborhood is $531,329.",https://www.zillow.com/homedetails/1649-W-Division-St-K-Chicago-IL-60622/2077605689_zpid/,1,60622,531329,Yes,1.0,1649 W Division St Chicago IL 60622,"[41.9030406, -87.66940427229792]"
