,Type,Year built,Heating,Cooling,Parking,HOA,Total Price,Address,Square Feet,New construction,Bedrooms,Bathrooms,Full bathrooms,neighborhood_stats,URL,Half bathrooms,zip,median_nhv,Parking_Binned,cool_temp,Bathrooms_adj
56,Single Family,1905.0,Gas,Central,3 spaces,Yes,849000.0,"4733 N Winthrop Ave, Chicago, IL 60640",3700.0, No,6.0,4.0,3.0,"Home values in Uptown have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Uptown will rise 2% (↑) in the next year.This home is valued 179.8% higher (↑) than the median home in Uptown.The median Zestimate® for this neighborhood is $303,469.",https://www.zillow.com/homedetails/4733-N-Winthrop-Ave-Chicago-IL-60640/3705743_zpid/,1,60640,849000.0,Yes,Central,1.0
57,Condo,2004.0,"Forced air, Gas",Central,1 space,No,349500.0,"1000 W Leland Ave APT 4G, Chicago, IL 60640",1100.0, No,2.0,2.0,2.0,"Home values in Uptown have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Uptown will rise 2% (↑) in the next year.This home is valued 15.2% higher (↑) than the median home in Uptown.The median Zestimate® for this neighborhood is $303,469.",https://www.zillow.com/homedetails/1000-W-Leland-Ave-APT-4G-Chicago-IL-60640/70460201_zpid/,0,60640,220000.0,Yes,Central,0.0
58,Condo,1964.0,,None,,No,40974.0,"2772 E 75th St, Chicago, IL 60649",1200.0, No,1.0,1.0,0.0,"Home values in 60649 have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in 60649 will rise 3.4% (↑) in the next year.This home is valued 100% lower (↓) than the median home in 60649.The median Zestimate® for this neighborhood is $114,852.",https://www.zillow.com/homedetails/2772-E-75th-St-Chicago-IL-60649/4025797_zpid/,0,60649,627000.0,No,None,1.0
59,Condo,2008.0,Forced air,Central,1 space,No,465000.0,"100 E 14th St APT 1107, Chicago, IL 60605",1255.0, No,2.0,2.0,2.0,"Home values in South Loop have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in South Loop will rise 3.2% (↑) in the next year.This home is valued 23.4% higher (↑) than the median home in South Loop.The median Zestimate® for this neighborhood is $376,901.",https://www.zillow.com/homedetails/100-E-14th-St-APT-1107-Chicago-IL-60605/99358118_zpid/,0,60605,465000.0,Yes,Central,0.0
60,Single Family,1962.0,Forced air,Central,2 spaces,Yes,215000.0,"8330 S Keeler Ave, Chicago, IL 60652",1326.0, No,3.0,3.0,2.0,"Home values in Scottsdale have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Scottsdale will increase 3.9% (↑) in the next year.This home is valued 5.3% higher (↑) than the median home in Scottsdale.The median Zestimate® for this neighborhood is $204,139.",https://www.zillow.com/homedetails/8330-S-Keeler-Ave-Chicago-IL-60652/3973407_zpid/,1,60652,189900.0,Yes,Central,1.0
61,Single Family,1961.0,Forced air,Central,2 spaces,Yes,154900.0,"11746 S Bishop St, Chicago, IL 60643",3750.0, No,4.0,2.0,1.0,"Home values in West Pullman have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in West Pullman will increase 11.3% (↑) in the next year.This home is valued 60.9% higher (↑) than the median home in West Pullman.The median Zestimate® for this neighborhood is $96,277.",https://www.zillow.com/homedetails/11746-S-Bishop-St-Chicago-IL-60643/4151371_zpid/,1,60643,154900.0,Yes,Central,1.0
62,Single Family,1943.0,"Forced air, Gas",Central,2 spaces,Yes,149900.0,"10549 S Rhodes Ave, Chicago, IL 60628",1166.0, No,2.0,1.0,1.0,"Home values in Rosemoor have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Rosemoor will decrease 3.5% (↓) in the next year.This home is valued 15.3% higher (↑) than the median home in Rosemoor.The median Zestimate® for this neighborhood is $130,042.",https://www.zillow.com/homedetails/10549-S-Rhodes-Ave-Chicago-IL-60628/4139703_zpid/,0,60628,124450.0,Yes,Central,0.0
63,Condo,1890.0,Forced air,Central,1 space,No,465000.0,"926 W Barry Ave #2, Chicago, IL 60657",1600.0, No,2.0,2.0,2.0,"Home values in Lake View have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Lake View will fall 0.3% (↓) in the next year.This home is valued 14% lower (↓) than the median home in Lake View.The median Zestimate® for this neighborhood is $540,603.",https://www.zillow.com/homedetails/926-W-Barry-Ave-2-Chicago-IL-60657/54534842_zpid/,0,60657,348750.0,Yes,Central,0.0
64,Single Family,1980.0,"Forced air, Gas",Central,2 spaces,Yes,129900.0,"150 E 123rd St, Chicago, IL 60628",1263.0, No,4.0,2.0,1.0,"Home values in West Pullman have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in West Pullman will rise 11.3% (↑) in the next year.This home is valued 34.9% higher (↑) than the median home in West Pullman.The median Zestimate® for this neighborhood is $96,277.",https://www.zillow.com/homedetails/150-E-123rd-St-Chicago-IL-60628/4156222_zpid/,1,60628,124450.0,Yes,Central,1.0
65,Single Family,2018.0,"Forced air, Gas",Central,2 spaces,Yes,725000.0,"1729 N Spaulding Ave, Chicago, IL 60647",3000.0, No,4.0,4.0,3.0,"Home values in Logan Square have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Logan Square will rise 1.6% (↑) in the next year.This home is valued 79.6% higher (↑) than the median home in Logan Square.The median Zestimate® for this neighborhood is $403,670.",https://www.zillow.com/homedetails/1729-N-Spaulding-Ave-Chicago-IL-60647/2077604212_zpid/,1,60647,839900.0,Yes,Central,1.0
66,Single Family,1927.0,Gas,None,2 spaces,Yes,399900.0,"5232 W Fletcher St, Chicago, IL 60641",3100.0, No,6.0,3.0,3.0,"Home values in Cragin have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Cragin will decrease 1.8% (↓) in the next year.This home is valued 53.3% higher (↑) than the median home in Cragin.The median Zestimate® for this neighborhood is $260,825.",https://www.zillow.com/homedetails/5232-W-Fletcher-St-Chicago-IL-60641/3672381_zpid/,0,60641,299900.0,Yes,None,0.0
67,Multi Family,1959.0,Forced air,None,2 spaces,Yes,389000.0,"5317 S Menard Ave, Chicago, IL 60638",, No,4.0,2.0,2.0,"Home values in Garfield Ridge have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Garfield Ridge will increase 4.1% (↑) in the next year.This home is valued 61.2% higher (↑) than the median home in Garfield Ridge.The median Zestimate® for this neighborhood is $241,329.",https://www.zillow.com/homedetails/5317-S-Menard-Ave-Chicago-IL-60638/2077604349_zpid/,0,60638,389000.0,Yes,None,0.0
68,Condo,1997.0,Forced air,Central,1 space,No,449000.0,"1340 N North Park Ave APT 2, Chicago, IL 60610",1200.0, No,2.0,2.0,2.0,"Home values in Old Town have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Old Town will decrease 0.2% (↓) in the next year.This home is valued 12.7% higher (↑) than the median home in Old Town.The median Zestimate® for this neighborhood is $398,382.",https://www.zillow.com/homedetails/1340-N-North-Park-Ave-APT-2-Chicago-IL-60610/3855707_zpid/,0,60610,299900.0,Yes,Central,0.0
69,Single Family,2005.0,"Forced air, Gas",Central,1 space,Yes,1660000.0,"Buildable plan: Plan C, Parkline Chicago, Chicago, IL 60601",, Yes,3.0,4.0,3.0,"Home values in The Loop have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in The Loop will decrease 3.3% (↓) in the next year.This home is valued 349.7% higher (↑) than the median home in The Loop.The median Zestimate® for this neighborhood is $369,141.",https://www.zillow.com/community/parkline-chicago/2078738228_zpid/,1,60601,1550000.0,Yes,Central,1.0
70,Single Family,1957.0,Forced air,Central,2 spaces,Yes,225000.0,"545 E 86th Pl, Chicago, IL 60619",985.0, No,3.0,2.0,1.0,"Home values in Chatham have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Chatham will decrease 5.4% (↓) in the next year.This home is valued 69.8% higher (↑) than the median home in Chatham.The median Zestimate® for this neighborhood is $132,482.",https://www.zillow.com/homedetails/545-E-86th-Pl-Chicago-IL-60619/4019843_zpid/,1,60619,208500.0,Yes,Central,1.0
71,Condo,1960.0,Forced air,Other,1 space,No,250000.0,"1400 N State Pkwy APT 10B, Chicago, IL 60610",850.0, No,1.0,1.0,1.0,"Home values in Gold Coast have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Gold Coast will decrease 2% (↓) in the next year.This home is valued 53% lower (↓) than the median home in Gold Coast.The median Zestimate® for this neighborhood is $532,399.",https://www.zillow.com/homedetails/1400-N-State-Pkwy-APT-10B-Chicago-IL-60610/3855518_zpid/,0,60610,299900.0,Yes,Other,0.0
72,Condo,1974.0,"Other, Electric",Wall,1 space,No,189000.0,"2740 N Pine Grove Ave APT 8E, Chicago, IL 60614",600.0, No,1.0,1.0,1.0,"Home values in Lincoln Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Lincoln Park will fall 0.8% (↓) in the next year.This home is valued 65.8% lower (↓) than the median home in Lincoln Park.The median Zestimate® for this neighborhood is $552,789.",https://www.zillow.com/homedetails/2740-N-Pine-Grove-Ave-APT-8E-Chicago-IL-60614/3724915_zpid/,0,60614,575000.0,Yes,Wall,0.0
73,Condo,2004.0,Forced air,Central,1 space,No,499000.0,"859 W Erie St APT 806, Chicago, IL 60642",1200.0, No,2.0,2.0,2.0,"Home values in River West have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in River West will fall 2.3% (↓) in the next year.This home is valued 10.2% higher (↑) than the median home in River West.The median Zestimate® for this neighborhood is $452,832.",https://www.zillow.com/homedetails/859-W-Erie-St-APT-806-Chicago-IL-60642/80817907_zpid/,0,60642,424900.0,Yes,Central,0.0
74,Condo,2012.0,Forced air,Central,1 space,No,449000.0,"622 N Ashland Ave #1, Chicago, IL 60622",1500.0, No,2.0,2.0,2.0,"Home values in West Town have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in West Town will increase 1.7% (↑) in the next year.This home is valued 11.5% lower (↓) than the median home in West Town.The median Zestimate® for this neighborhood is $507,475.",https://www.zillow.com/homedetails/622-N-Ashland-Ave-1-Chicago-IL-60622/253422629_zpid/,0,60622,582500.0,Yes,Central,0.0
75,Multi Family,1920.0,Forced air,Central,3 spaces,Yes,590000.0,"5618 N Maplewood Ave, Chicago, IL 60659",, No,6.0,3.0,3.0,"Home values in Arcadia Terrace have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Arcadia Terrace will fall 0.5% (↓) in the next year.This home is valued 73% higher (↑) than the median home in Arcadia Terrace.The median Zestimate® for this neighborhood is $341,101.",https://www.zillow.com/homedetails/5618-N-Maplewood-Ave-Chicago-IL-60659/2102434499_zpid/,0,60659,470000.0,Yes,Central,0.0
76,Single Family,1900.0,"Forced air, Gas",Central,2 spaces,Yes,2550000.0,"1229 W Montana St, Chicago, IL 60614",5626.0, No,5.0,6.0,5.0,"Home values in Wrightwood Neighbors have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Wrightwood Neighbors will fall 0.5% (↓) in the next year.This home is valued 276.5% higher (↑) than the median home in Wrightwood Neighbors.The median Zestimate® for this neighborhood is $677,229.",https://www.zillow.com/homedetails/1229-W-Montana-St-Chicago-IL-60614/3729937_zpid/,1,60614,2000000.0,Yes,Central,1.0
77,Townhouse,2007.0,Forced air,Central,2 spaces,No,1141500.0,"1649 W Division St #K, Chicago, IL 60622",2895.0, Yes,4.0,4.0,3.0,"Home values in East Ukrainian Village have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in East Ukrainian Village will rise 1.7% (↑) in the next year.This home is valued 114.8% higher (↑) than the median home in East Ukrainian Village.The median Zestimate® for this neighborhood is $531,329.",https://www.zillow.com/homedetails/1649-W-Division-St-K-Chicago-IL-60622/2077605689_zpid/,1,60622,1171500.0,Yes,Central,1.0
78,Single Family,2016.0,"Forced air, Gas",Central,2 spaces,Yes,950000.0,"2834 N Richmond St, Chicago, IL 60618",3500.0, No,4.0,4.0,3.0,"Home values in Logan Square have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Logan Square will rise 1.6% (↑) in the next year.This home is valued 135.3% higher (↑) than the median home in Logan Square.The median Zestimate® for this neighborhood is $403,670.",https://www.zillow.com/homedetails/2834-N-Richmond-St-Chicago-IL-60618/3668843_zpid/,1,60618,825000.0,Yes,Central,1.0
79,Townhouse,2020.0,Forced air,Central,2 spaces,No,1311500.0,"1649 W Division St #F, Chicago, IL 60622",3430.0, Yes,4.0,4.0,3.0,"Home values in East Ukrainian Village have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in East Ukrainian Village will increase 1.7% (↑) in the next year.This home is valued 146.8% higher (↑) than the median home in East Ukrainian Village.The median Zestimate® for this neighborhood is $531,329.",https://www.zillow.com/homedetails/1649-W-Division-St-F-Chicago-IL-60622/2077605687_zpid/,1,60622,1171500.0,Yes,Central,1.0
80,Townhouse,2007.0,"Forced air, Gas",Central,2 spaces,Yes,1171500.0,"1649 W Division St #D, Chicago, IL 60622",2895.0, Yes,4.0,4.0,3.0,"Home values in East Ukrainian Village have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in East Ukrainian Village will rise 1.7% (↑) in the next year.This home is valued 120.5% higher (↑) than the median home in East Ukrainian Village.The median Zestimate® for this neighborhood is $531,329.",https://www.zillow.com/homedetails/1649-W-Division-St-D-Chicago-IL-60622/2077605688_zpid/,1,60622,1171500.0,Yes,Central,1.0
81,Condo,2020.0,"Forced air, Gas",Central,1 space,No,1005000.0,"1649 W Division St #409, Chicago, IL 60622",2315.0, Yes,3.0,3.0,3.0,"Home values in East Ukrainian Village have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in East Ukrainian Village will increase 1.7% (↑) in the next year.This home is valued 89.1% higher (↑) than the median home in East Ukrainian Village.The median Zestimate® for this neighborhood is $531,329.",https://www.zillow.com/homedetails/1649-W-Division-St-409-Chicago-IL-60622/2077605735_zpid/,0,60622,582500.0,Yes,Central,0.0
82,Condo,2020.0,Forced air,Central,1 space,No,1094000.0,"1649 W Division St #608, Chicago, IL 60622",2365.0, Yes,4.0,4.0,3.0,"Home values in East Ukrainian Village have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in East Ukrainian Village will increase 1.7% (↑) in the next year.This home is valued 105.9% higher (↑) than the median home in East Ukrainian Village.The median Zestimate® for this neighborhood is $531,329.",https://www.zillow.com/homedetails/1649-W-Division-St-608-Chicago-IL-60622/2077605728_zpid/,1,60622,582500.0,Yes,Central,1.0
83,Condo,2020.0,Forced air,Central,1 space,No,1040000.0,"1649 W Division St #101, Chicago, IL 60622",2430.0, Yes,3.0,3.0,2.0,"Home values in East Ukrainian Village have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in East Ukrainian Village will rise 1.7% (↑) in the next year.This home is valued 95.7% higher (↑) than the median home in East Ukrainian Village.The median Zestimate® for this neighborhood is $531,329.",https://www.zillow.com/homedetails/1649-W-Division-St-101-Chicago-IL-60622/2077605730_zpid/,1,60622,582500.0,Yes,Central,1.0
84,Townhouse,1999.0,"Forced air, Gas",Central,2 spaces,Yes,285000.0,"8724 W Catherine Ave APT B, Chicago, IL 60656",1850.0, No,3.0,3.0,2.0,"Home values in O'Hare have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in O'Hare will rise 1.6% (↑) in the next year.This home is valued 4.9% lower (↓) than the median home in O'Hare.The median Zestimate® for this neighborhood is $299,617.",https://www.zillow.com/homedetails/8724-W-Catherine-Ave-APT-B-Chicago-IL-60656/58358488_zpid/,1,60656,285000.0,Yes,Central,1.0
85,Condo,2007.0,Forced air,Central,1 space,No,1030000.0,"1649 W Division St #502, Chicago, IL 60622",2315.0, Yes,3.0,3.0,3.0,"Home values in East Ukrainian Village have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in East Ukrainian Village will rise 1.7% (↑) in the next year.This home is valued 93.9% higher (↑) than the median home in East Ukrainian Village.The median Zestimate® for this neighborhood is $531,329.",https://www.zillow.com/homedetails/1649-W-Division-St-502-Chicago-IL-60622/2077605734_zpid/,0,60622,582500.0,Yes,Central,0.0
