,Type,Year built,Heating,Cooling,Parking,HOA,Total Price,Address,Square Feet,New construction,Bedrooms,Bathrooms,Full bathrooms,neighborhood_stats,URL,Lot,Half bathrooms,Status
224,Single Family,1923,No Data,No Data,2 spaces,None," $437,000","7762 W North Shore Ave, Chicago, IL 60631","2,213", No, 4, 2, 2,"Home values in Edison Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Edison Park will fall 2.4% (↓) in the next year.This home is valued 22.6% higher (↑) than the median home in Edison Park.The median Zestimate® for this neighborhood is $356,353.",https://www.zillow.com/homedetails/7762-W-North-Shore-Ave-Chicago-IL-60631/3511673_zpid/,"6,250 sqft",,Sold
225,Condo,2008,Forced air,Central,1 space,$595/month," $300,000","65 E Monroe St UNIT 4417, Chicago, IL 60603",978, No, 1, 1, 1,"Home values in The Loop have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in The Loop will decrease 3.3% (↓) in the next year.This home is valued 18.7% lower (↓) than the median home in The Loop.The median Zestimate® for this neighborhood is $369,141.",https://www.zillow.com/homedetails/65-E-Monroe-St-UNIT-4417-Chicago-IL-60603/101329563_zpid/,,,Sold
226,Condo,2001,Forced air,Central,1 space,$528/month," $348,000","1430 S Michigan Ave APT 406, Chicago, IL 60605","1,150", No, 2, 2, 2,"Home values in South Loop have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in South Loop will increase 3.2% (↑) in the next year.This home is valued 7.7% lower (↓) than the median home in South Loop.The median Zestimate® for this neighborhood is $376,901.",https://www.zillow.com/homedetails/1430-S-Michigan-Ave-APT-406-Chicago-IL-60605/60204289_zpid/,,,Sold
227,Condo,1947,Baseboard,No Data,None,$437/month," $115,000","4960 N Marine Dr APT 719, Chicago, IL 60640",720, No, 1, 1, 1,"Home values in Uptown have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Uptown will increase 2% (↑) in the next year.This home is valued 62.1% lower (↓) than the median home in Uptown.The median Zestimate® for this neighborhood is $303,469.",https://www.zillow.com/homedetails/4960-N-Marine-Dr-APT-719-Chicago-IL-60640/60876351_zpid/,,,Sold
228,Condo,2012,Forced air,Central,None,$250/month," $382,000","1648 W Waveland Ave #1E, Chicago, IL 60613","1,100", No, 2, 2, 2,"Home values in Lake View have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Lake View will fall 0.3% (↓) in the next year.This home is valued 29.3% lower (↓) than the median home in Lake View.The median Zestimate® for this neighborhood is $540,603.",https://www.zillow.com/homedetails/1648-W-Waveland-Ave-1E-Chicago-IL-60613/60263491_zpid/,,,Sold
229,Condo,1961,Forced air,Central,1 space,$750/month," $255,000","720 W Gordon Ter APT 20L, Chicago, IL 60613","1,100", No, 2, 2, 2,"Home values in Uptown have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Uptown will rise 2% (↑) in the next year.This home is valued 16% lower (↓) than the median home in Uptown.The median Zestimate® for this neighborhood is $303,469.",https://www.zillow.com/homedetails/720-W-Gordon-Ter-APT-20L-Chicago-IL-60613/3704522_zpid/,,,Sold
230,Single Family,1948,"Forced air, Gas",Central,2 spaces,," $317,000","5537 S New England Ave, Chicago, IL 60638","1,215", No, 3, 3, 2,"Home values in Garfield Ridge have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Garfield Ridge will rise 4.1% (↑) in the next year.This home is valued 31.4% higher (↑) than the median home in Garfield Ridge.The median Zestimate® for this neighborhood is $241,329.",https://www.zillow.com/homedetails/5537-S-New-England-Ave-Chicago-IL-60638/3943988_zpid/,"4,617 sqft", 1,Sold
231,Single Family,1963,Forced air,Central,2 spaces,None," $130,000","7347 S Seeley Ave, Chicago, IL 60636","1,132", No, 3, 2, 1,"Home values in West Englewood have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in West Englewood will decrease 4.3% (↓) in the next year.This home is valued 108.3% higher (↑) than the median home in West Englewood.The median Zestimate® for this neighborhood is $62,424.",https://www.zillow.com/homedetails/7347-S-Seeley-Ave-Chicago-IL-60636/4010155_zpid/,"3,123 sqft", 1,Sold
232,Condo,2017,Gas,Central,1 space,$270/month," $336,500","1521 N Fairfield Ave APT 1, Chicago, IL 60622","1,300", No, 2, 2, 2,"Home values in Humboldt Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Humboldt Park will rise 4.2% (↑) in the next year.This home is valued 12.1% higher (↑) than the median home in Humboldt Park.The median Zestimate® for this neighborhood is $300,127.",https://www.zillow.com/homedetails/1521-N-Fairfield-Ave-APT-1-Chicago-IL-60622/87695255_zpid/,,,Sold
233,Single Family,1909,Gas,Central,2 spaces,," $350,000","4718 W Altgeld St, Chicago, IL 60639","1,198", No, 3, 3, 3,"Home values in Kelvin Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Kelvin Park will fall 2.2% (↓) in the next year.This home is valued 32.9% higher (↑) than the median home in Kelvin Park.The median Zestimate® for this neighborhood is $263,264.",https://www.zillow.com/homedetails/4718-W-Altgeld-St-Chicago-IL-60639/3671965_zpid/,"6,246 sqft",,Sold
234,Condo,1927,Other,Central,None,$392/month," $139,000","3606 W Dickens Ave #3, Chicago, IL 60647",550, No, 2, 1, 1,"Home values in Logan Square have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Logan Square will rise 1.6% (↑) in the next year.This home is valued 65.6% lower (↓) than the median home in Logan Square.The median Zestimate® for this neighborhood is $403,670.",https://www.zillow.com/homedetails/3606-W-Dickens-Ave-3-Chicago-IL-60647/80842539_zpid/,,,Sold
235,Condo,1926,"Forced air, Radiant",Wall,2 spaces,"$1,178/month"," $440,000","3300 N Lake Shore Dr APT 9E, Chicago, IL 60657","2,000", No, 3, 3, 2,"Home values in Lake View East have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Lake View East will fall 0.6% (↓) in the next year.This home is valued 39.4% higher (↑) than the median home in Lake View East.The median Zestimate® for this neighborhood is $315,541.",https://www.zillow.com/homedetails/3300-N-Lake-Shore-Dr-APT-9E-Chicago-IL-60657/3718291_zpid/,, 1,Sold
236,Condo,1970,Baseboard,Wall,2 spaces,$764/month," $127,500","6166 N Sheridan Rd APT 26D, Chicago, IL 60660",800, No, 1, 2, 1,"Home values in Edgewater have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Edgewater will rise 1.3% (↑) in the next year.This home is valued 47.4% lower (↓) than the median home in Edgewater.The median Zestimate® for this neighborhood is $242,192.",https://www.zillow.com/homedetails/6166-N-Sheridan-Rd-APT-26D-Chicago-IL-60660/3691087_zpid/,, 1,Sold
237,Multi Family,1901,Gas,Central,3 spaces,," $1,800,000","1225 W Addison St, Chicago, IL 60613",, No, 7, 7, 6,"Home values in Lake View have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Lake View will decrease 0.3% (↓) in the next year.This home is valued 233% higher (↑) than the median home in Lake View.The median Zestimate® for this neighborhood is $540,603.",https://www.zillow.com/homedetails/1225-W-Addison-St-Chicago-IL-60613/2087494176_zpid/,, 1,Sold
238,Condo,1929,No Data,No Data,1 space,$410/month," $281,000","6537 N Ashland Ave APT 3N, Chicago, IL 60626","1,800", No, 3, 2, 2,"Home values in Rogers Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Rogers Park will increase 1.4% (↑) in the next year.This home is valued 24.3% higher (↑) than the median home in Rogers Park.The median Zestimate® for this neighborhood is $226,102.",https://www.zillow.com/homedetails/6537-N-Ashland-Ave-APT-3N-Chicago-IL-60626/2078252116_zpid/,,,Sold
239,Condo,1970,"Baseboard, Forced air",Central,1 space,$713/month," $177,000","3930 N Pine Grove Ave APT 716, Chicago, IL 60613",900, No, 1, 1, 1,"Home values in Lake View have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Lake View will fall 0.3% (↓) in the next year.This home is valued 67.3% lower (↓) than the median home in Lake View.The median Zestimate® for this neighborhood is $540,603.",https://www.zillow.com/homedetails/3930-N-Pine-Grove-Ave-APT-716-Chicago-IL-60613/3712907_zpid/,,,Sold
240,Condo,1927,Forced air,Central,On street,$322/month," $160,000","4240 N Clarendon Ave APT 405S, Chicago, IL 60613",, No, 1, 2, 1,"Home values in Uptown have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Uptown will increase 2% (↑) in the next year.This home is valued 47.3% lower (↓) than the median home in Uptown.The median Zestimate® for this neighborhood is $303,469.",https://www.zillow.com/homedetails/4240-N-Clarendon-Ave-APT-405S-Chicago-IL-60613/3706848_zpid/,, 1,Sold
241,Single Family,1920,Forced air,Central,2 spaces,None," $594,000","4511 N Lowell Ave, Chicago, IL 60630","2,256", No, 3, 3, 3,"Home values in Irving Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Irving Park will fall 1.1% (↓) in the next year.This home is valued 48% higher (↑) than the median home in Irving Park.The median Zestimate® for this neighborhood is $401,421.",https://www.zillow.com/homedetails/4511-N-Lowell-Ave-Chicago-IL-60630/3646609_zpid/,"4,312 sqft",,Sold
242,Single Family,1938,Forced air,Central,2 spaces,," $485,000","9537 S Oakley Ave, Chicago, IL 60643","2,241", No, 4, 4, 4,"Home values in Beverly have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Beverly will rise 0.8% (↑) in the next year.This home is valued 40% higher (↑) than the median home in Beverly.The median Zestimate® for this neighborhood is $346,385.",https://www.zillow.com/homedetails/9537-S-Oakley-Ave-Chicago-IL-60643/4124900_zpid/,"4,965 sqft",,Sold
243,Single Family,1919,Gas,Central,2 spaces,None," $299,900","3712 W 62nd Pl, Chicago, IL 60629","3,000", No, 7, 3, 3,"Home values in West Lawn have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in West Lawn will rise 1.5% (↑) in the next year.This home is valued 46.9% higher (↑) than the median home in West Lawn.The median Zestimate® for this neighborhood is $204,144.",https://www.zillow.com/homedetails/3712-W-62nd-Pl-Chicago-IL-60629/3936346_zpid/,"4,687 sqft",,Sold
244,Single Family,1928,Forced air,Central,2 spaces,," $352,000","3428 N Nagle Ave, Chicago, IL 60634","1,164", No, 4, 3, 3,"Home values in Schorsch Village have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Schorsch Village will fall 3.8% (↓) in the next year.This home is valued 24.5% higher (↑) than the median home in Schorsch Village.The median Zestimate® for this neighborhood is $282,834.",https://www.zillow.com/homedetails/3428-N-Nagle-Ave-Chicago-IL-60634/3658001_zpid/,"3,484 sqft",,Sold
245,Condo,1964,Forced air,Central,1 space,$389/month," $164,900","4841 N Harlem Ave #2, Chicago, IL 60656","1,000", No, 3, 2, 2,"Home values in Big Oaks have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Big Oaks will increase 0.9% (↑) in the next year.This home is valued 45.8% lower (↓) than the median home in Big Oaks.The median Zestimate® for this neighborhood is $304,016.",https://www.zillow.com/homedetails/4841-N-Harlem-Ave-2-Chicago-IL-60656/3631892_zpid/,,,Sold
246,Condo,2009,Gas,Central,1 space,$669/month," $500,000","303 W Ohio St APT 3406, Chicago, IL 60654","1,080", No, 2, 2, 2,"Home values in River North have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in River North will decrease 0.3% (↓) in the next year.This home is valued 17.6% higher (↑) than the median home in River North.The median Zestimate® for this neighborhood is $425,048.",https://www.zillow.com/homedetails/303-W-Ohio-St-APT-3406-Chicago-IL-60654/113962424_zpid/,,,Sold
247,Condo,1962,Electric,No Data,Attached Garage,$345/month," $194,000","300 N State St APT 4404, Chicago, IL 60654",500, No, 0, 1, 1,"Home values in Near North have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Near North will fall 0% (↓) in the next year.This home is valued 50.3% lower (↓) than the median home in Near North.The median Zestimate® for this neighborhood is $390,006.",https://www.zillow.com/homedetails/300-N-State-St-APT-4404-Chicago-IL-60654/3863335_zpid/,,,Sold
248,Single Family,1954,"Forced air, Gas",Central,2 spaces,," $230,000","8108 S Troy St, Chicago, IL 60652","1,600", No, 5, 2, 2,"Home values in Wrightwood have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Wrightwood will increase 4.8% (↑) in the next year.This home is valued 20.7% higher (↑) than the median home in Wrightwood.The median Zestimate® for this neighborhood is $190,501.",https://www.zillow.com/homedetails/8108-S-Troy-St-Chicago-IL-60652/3977514_zpid/,"4,408 sqft",,Sold
249,Single Family,1955,Forced air,Central,2 spaces,," $215,000","8115 S Homan Ave, Chicago, IL 60652","1,005", No, 3, 1, 1,"Home values in Ashburn have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Ashburn will rise 4.6% (↑) in the next year.This home is valued 17.1% higher (↑) than the median home in Ashburn.The median Zestimate® for this neighborhood is $183,630.",https://www.zillow.com/homedetails/8115-S-Homan-Ave-Chicago-IL-60652/3975292_zpid/,"4,356 sqft",,Sold
250,Condo,1913,Gas,Central,1 space,$494/month," $307,500","1040 W Adams St UNIT 312, Chicago, IL 60607",815, No, 1, 1, 1,"Home values in Near West Side have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Near West Side will increase 1.8% (↑) in the next year.This home is valued 26.9% lower (↓) than the median home in Near West Side.The median Zestimate® for this neighborhood is $420,759.",https://www.zillow.com/homedetails/1040-W-Adams-St-UNIT-312-Chicago-IL-60607/89959550_zpid/,,,Sold
251,Single Family,1953,Gas,Central,2 spaces,," $234,900","7736 S Throop St, Chicago, IL 60620","1,128", No, 4, 3, 3,"Home values in Gresham have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Gresham will decrease 3.6% (↓) in the next year.This home is valued 86.3% higher (↑) than the median home in Gresham.The median Zestimate® for this neighborhood is $126,118.",https://www.zillow.com/homedetails/7736-S-Throop-St-Chicago-IL-60620/4009023_zpid/,"5,340 sqft",,Sold
252,Multi Family,1900,Forced air,No Data,2 spaces,," $170,000","1530 S Komensky Ave, Chicago, IL 60623",, No, 7, 3, 2,"Home values in 60623 have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Lawndale will increase 2.9% (↑) in the next year.This home is valued 17.3% higher (↑) than the median home in Lawndale.The median Zestimate® for this neighborhood is $144,981.",https://www.zillow.com/homedetails/1530-S-Komensky-Ave-Chicago-IL-60623/2085867494_zpid/,, 1,Sold
253,Condo,1913,Gas,Central,1 space,$494/month," $307,500","1040 W Adams St UNIT 312, Chicago, IL 60607",815, No, 1, 1, 1,"Home values in Near West Side have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Near West Side will rise 1.8% (↑) in the next year.This home is valued 26.9% lower (↓) than the median home in Near West Side.The median Zestimate® for this neighborhood is $420,759.",https://www.zillow.com/homedetails/1040-W-Adams-St-UNIT-312-Chicago-IL-60607/89959550_zpid/,,,Sold
254,Condo,2009,Gas,Central,1 space,$669/month," $500,000","303 W Ohio St APT 3406, Chicago, IL 60654","1,080", No, 2, 2, 2,"Home values in River North have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in River North will decrease 0.3% (↓) in the next year.This home is valued 17.6% higher (↑) than the median home in River North.The median Zestimate® for this neighborhood is $425,048.",https://www.zillow.com/homedetails/303-W-Ohio-St-APT-3406-Chicago-IL-60654/113962424_zpid/,,,Sold
255,Single Family,1953,Gas,Central,2 spaces,," $234,900","7736 S Throop St, Chicago, IL 60620","1,128", No, 4, 3, 3,"Home values in Gresham have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Gresham will decrease 3.6% (↓) in the next year.This home is valued 86.3% higher (↑) than the median home in Gresham.The median Zestimate® for this neighborhood is $126,118.",https://www.zillow.com/homedetails/7736-S-Throop-St-Chicago-IL-60620/4009023_zpid/,"5,340 sqft",,Sold
256,Multi Family,1889,Gas,No Data,2 spaces,," $48,000","6652 S Wabash Ave, Chicago, IL 60637","2,220", No, 4, 2, 2,"Home values in Park Manor have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Park Manor will rise 8.1% (↑) in the next year.This home is valued 52.3% lower (↓) than the median home in Park Manor.The median Zestimate® for this neighborhood is $100,555.",https://www.zillow.com/homedetails/6652-S-Wabash-Ave-Chicago-IL-60637/3999112_zpid/,,,Sold
257,Single Family,1953,Gas,Central,1 space,," $280,000","10529 S Ridgeway Ave, Chicago, IL 60655","1,488", No, 4, 2, 2,"Home values in Mount Greenwood have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Mount Greenwood will rise 1.5% (↑) in the next year.This home is valued 15.3% higher (↑) than the median home in Mount Greenwood.The median Zestimate® for this neighborhood is $242,860.",https://www.zillow.com/homedetails/10529-S-Ridgeway-Ave-Chicago-IL-60655/4081342_zpid/,"6,229 sqft",,Sold
258,Multi Family,1890,Forced air,Central,2 spaces,," $365,000","2939 S Parnell Ave, Chicago, IL 60616",, No, 6, 2, 2,"Home values in Bridgeport have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Bridgeport will fall 0.2% (↓) in the next year.This home is valued 0.7% higher (↑) than the median home in Bridgeport.The median Zestimate® for this neighborhood is $362,289.",https://www.zillow.com/homedetails/2939-S-Parnell-Ave-Chicago-IL-60616/2079072954_zpid/,,,Sold
259,Single Family,1954,"Forced air, Gas",Central,2 spaces,," $230,000","8108 S Troy St, Chicago, IL 60652","1,600", No, 5, 2, 2,"Home values in Wrightwood have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Wrightwood will increase 4.8% (↑) in the next year.This home is valued 20.7% higher (↑) than the median home in Wrightwood.The median Zestimate® for this neighborhood is $190,501.",https://www.zillow.com/homedetails/8108-S-Troy-St-Chicago-IL-60652/3977514_zpid/,"4,408 sqft",,Sold
260,Multi Family,1875,Forced air,Central,5 spaces,," $715,000","831 S Claremont Ave, Chicago, IL 60612","3,300", No, 5, 5, 3,"Home values in Tri-Taylor have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Tri-Taylor will decrease 2.1% (↓) in the next year.This home is valued 174.3% higher (↑) than the median home in Tri-Taylor.The median Zestimate® for this neighborhood is $260,631.",https://www.zillow.com/homedetails/831-S-Claremont-Ave-Chicago-IL-60612/2101547854_zpid/,, 2,Sold
261,Single Family,1893,Forced air,Central,1 space,," $119,000","7207 S Saint Lawrence Ave, Chicago, IL 60619","1,426", No, 3, 3, 2,"Home values in Park Manor have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Park Manor will increase 8.1% (↑) in the next year.This home is valued 18.3% higher (↑) than the median home in Park Manor.The median Zestimate® for this neighborhood is $100,555.",https://www.zillow.com/homedetails/7207-S-Saint-Lawrence-Ave-Chicago-IL-60619/4005112_zpid/,"1,968 sqft", 1,Sold
262,Single Family,1947,Forced air,Central,2 spaces,None," $230,000","7125 S Sawyer Ave, Chicago, IL 60629",900, No, 4, 3, 3,"Home values in Marquette Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Marquette Park will increase 0.3% (↑) in the next year.This home is valued 42.1% higher (↑) than the median home in Marquette Park.The median Zestimate® for this neighborhood is $161,845.",https://www.zillow.com/homedetails/7125-S-Sawyer-Ave-Chicago-IL-60629/3958757_zpid/,"3,781 sqft",,Sold
263,Single Family,1924,Gas,No Data,2 spaces,None," $312,500","3634 N Oketo Ave, Chicago, IL 60634","1,524", No, 3, 2, 2,"Home values in Belmont Heights have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Belmont Heights will decrease 3.5% (↓) in the next year.This home is valued 18.2% higher (↑) than the median home in Belmont Heights.The median Zestimate® for this neighborhood is $264,290.",https://www.zillow.com/homedetails/3634-N-Oketo-Ave-Chicago-IL-60634/3598243_zpid/,"4,020 sqft",,Sold
264,Condo,1973,Electric,No Data,1 space,$783/mo," $260,000","4170 N Marine Dr APT 19E, Chicago, IL 60613","1,350", No, 2, 2, 2,"Home values in Uptown have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Uptown will rise 2% (↑) in the next year.This home is valued 14.3% lower (↓) than the median home in Uptown.The median Zestimate® for this neighborhood is $303,469.",https://www.zillow.com/homedetails/4170-N-Marine-Dr-APT-19E-Chicago-IL-60613/3704809_zpid/,,,Sold
265,Condo,1927,No Data,No Data,No Data,$291/mo," $118,000","2018 W Greenleaf Ave APT 1F, Chicago, IL 60645",800, No, 1, 1, 1,"Home values in Rogers Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Rogers Park will rise 1.4% (↑) in the next year.This home is valued 47.8% lower (↓) than the median home in Rogers Park.The median Zestimate® for this neighborhood is $226,102.",https://www.zillow.com/homedetails/2018-W-Greenleaf-Ave-APT-1F-Chicago-IL-60645/2078505006_zpid/,,,Sold
266,Single Family,1918,Forced air,Central,2 spaces,None," $553,000","4055 N Major Ave, Chicago, IL 60634","3,800", No, 6, 4, 3,"Home values in Portage Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Portage Park will fall 2% (↓) in the next year.This home is valued 90.8% higher (↑) than the median home in Portage Park.The median Zestimate® for this neighborhood is $289,874.",https://www.zillow.com/homedetails/4055-N-Major-Ave-Chicago-IL-60634/3653427_zpid/,"3,528 sqft", 1,Sold
267,Condo,2017,Forced air,Central,1 space,$124/month," $495,000","3105 N Damen Ave #2N, Chicago, IL 60618",, No, 2, 2, 2,"Home values in Lake View have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Lake View will fall 0.3% (↓) in the next year.This home is valued 8.4% lower (↓) than the median home in Lake View.The median Zestimate® for this neighborhood is $540,603.",https://www.zillow.com/homedetails/3105-N-Damen-Ave-2N-Chicago-IL-60618/2095120259_zpid/,,,Sold
268,Multi Family,1919,Radiant,None,2 spaces,None," $405,000","3345 N Springfield Ave, Chicago, IL 60618","2,478", No, 4, 2, 2,"Home values in Avondale have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Avondale will rise 0% (↑) in the next year.This home is valued 2.6% higher (↑) than the median home in Avondale.The median Zestimate® for this neighborhood is $394,918.",https://www.zillow.com/homedetails/3345-N-Springfield-Ave-Chicago-IL-60618/2112201617_zpid/,,,Sold
269,Single Family,1925,Forced air,Central,2 spaces,None," $345,000","6936 W Palmer St, Chicago, IL 60707","1,800", No, 4, 3, 2,"Home values in Galewood have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Galewood will increase 0.7% (↑) in the next year.This home is valued 27.7% higher (↑) than the median home in Galewood.The median Zestimate® for this neighborhood is $270,111.",https://www.zillow.com/homedetails/6936-W-Palmer-St-Chicago-IL-60707/3680459_zpid/,"6,011 sqft", 1,Sold
270,Townhouse,1945,Forced air,Central,2 spaces,None," $317,500","7830 W Summerdale Ave, Chicago, IL 60656","2,005", No, 3, 3, 2,"Home values in Oriole Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Oriole Park will fall 3.1% (↓) in the next year.This home is valued 3.3% higher (↑) than the median home in Oriole Park.The median Zestimate® for this neighborhood is $307,393.",https://www.zillow.com/homedetails/7830-W-Summerdale-Ave-Chicago-IL-60656/3583901_zpid/,"3,660 sqft", 1,Sold
271,Condo,No Data,Gas,Central,None,$296/month," $270,000","4435 N Leavitt St #2S, Chicago, IL 60625",800, No, 2, 1, 1,"Home values in Ravenswood have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Ravenswood will rise 2.6% (↑) in the next year.This home is valued 45.9% lower (↓) than the median home in Ravenswood.The median Zestimate® for this neighborhood is $498,877.",https://www.zillow.com/homedetails/4435-N-Leavitt-St-2S-Chicago-IL-60625/2078801243_zpid/,,,Sold
272,Single Family,1922,Forced air,Central,2 spaces,None," $265,000","4017 N Mason Ave, Chicago, IL 60634","1,458", No, 3, 1, 1,"Home values in Avondale have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Avondale will increase 0% (↑) in the next year.This home is valued 32.9% lower (↓) than the median home in Avondale.The median Zestimate® for this neighborhood is $394,918.",https://www.zillow.com/homedetails/4017-N-Mason-Ave-Chicago-IL-60634/3653318_zpid/,"3,750 sqft",,Sold
273,Single Family,1922,Forced air,Central,2 spaces,None," $265,000","4017 N Mason Ave, Chicago, IL 60634","1,458", No, 3, 1, 1,"Home values in Avondale have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Avondale will increase 0% (↑) in the next year.This home is valued 32.9% lower (↓) than the median home in Avondale.The median Zestimate® for this neighborhood is $394,918.",https://www.zillow.com/homedetails/4017-N-Mason-Ave-Chicago-IL-60634/3653318_zpid/,"3,750 sqft",,Sold
274,Condo,1960,Baseboard,Other,None,$298/month," $70,000","6835 N Seeley Ave APT 3L, Chicago, IL 60645",850, No, 1, 1, 1,"Home values in West Rogers Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in West Rogers Park will increase 1.7% (↑) in the next year.This home is valued 77% lower (↓) than the median home in West Rogers Park.The median Zestimate® for this neighborhood is $303,895.",https://www.zillow.com/homedetails/6835-N-Seeley-Ave-APT-3L-Chicago-IL-60645/87724266_zpid/,,,Sold
275,Condo,1927,No Data,No Data,On street,$291/month," $118,000","2018 W Greenleaf Ave APT 1F, Chicago, IL 60645",800, No, 1, 1, 1,"Home values in Rogers Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Rogers Park will increase 1.4% (↑) in the next year.This home is valued 47.8% lower (↓) than the median home in Rogers Park.The median Zestimate® for this neighborhood is $226,102.",https://www.zillow.com/homedetails/2018-W-Greenleaf-Ave-APT-1F-Chicago-IL-60645/2078505006_zpid/,,,Sold
276,Single Family,1922,Gas,Central,2 spaces,None," $505,000","5240 W Winona St, Chicago, IL 60630","3,000", No, 4, 3, 3,"Home values in Jefferson Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Jefferson Park will fall 2.4% (↓) in the next year.This home is valued 66.6% higher (↑) than the median home in Jefferson Park.The median Zestimate® for this neighborhood is $303,165.",https://www.zillow.com/homedetails/5240-W-Winona-St-Chicago-IL-60630/3637395_zpid/,"4,687 sqft",,Sold
277,Condo,1937,"Forced air, Gas",Central,No Data,$162/mo," $170,000","4144 N Sheridan Rd APT 509, Chicago, IL 60613",500, No, 1, 1, 1,"Home values in Uptown have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Uptown will increase 2% (↑) in the next year.This home is valued 44% lower (↓) than the median home in Uptown.The median Zestimate® for this neighborhood is $303,469.",https://www.zillow.com/homedetails/4144-N-Sheridan-Rd-APT-509-Chicago-IL-60613/87691847_zpid/,,,Sold
278,Condo,1995,Forced air,Central,1 space,$150/month," $558,750","3310 N Clifton Ave #2, Chicago, IL 60657",, No, 3, 3, 2,"Home values in Lake View have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Lake View will fall 0.3% (↓) in the next year.This home is valued 3.4% higher (↑) than the median home in Lake View.The median Zestimate® for this neighborhood is $540,603.",https://www.zillow.com/homedetails/3310-N-Clifton-Ave-2-Chicago-IL-60657/3712603_zpid/,, 1,Sold
279,Condo,1926,Forced air,Central,None,$141/month," $118,000","3205 W Division St APT 101, Chicago, IL 60651","1,000", No, 2, 1, 1,"Home values in Humboldt Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Humboldt Park will increase 4.2% (↑) in the next year.This home is valued 60.7% lower (↓) than the median home in Humboldt Park.The median Zestimate® for this neighborhood is $300,127.",https://www.zillow.com/homedetails/3205-W-Division-St-APT-101-Chicago-IL-60651/89902397_zpid/,,,Sold
280,Multi Family,1890,Forced air,Central,2 spaces,None," $610,500","4630 S Evans Ave, Chicago, IL 60653","4,700", No, 7, 3, 3,"Home values in Bronzeville have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Bronzeville will rise 2.7% (↑) in the next year.This home is valued 130.3% higher (↑) than the median home in Bronzeville.The median Zestimate® for this neighborhood is $265,069.",https://www.zillow.com/homedetails/4630-S-Evans-Ave-Chicago-IL-60653/2086247266_zpid/,,,Sold
