,Type,Year built,Heating,Cooling,Parking,Price/sqft,Total Price,Address,New construction,Bedrooms,Bathrooms,Full bathrooms,neighborhood_stats,URL,Lot,Square Feet,HOA,Half bathrooms
58,Condo,2003,"Forced air, Gas",Central,No Data,$409,"$519,990","400 N La Salle Dr APT 3002, Chicago, IL 60654", No, 2, 2, 2,"Home values in River North have risen 0.6% () over the past 12 months.Zillow predicts the home values in River North will fall 0.3% () in the next year.This home is valued 22.3% higher () than the median home in River North.The median Zestimate for this neighborhood is $425,048.",https://www.zillow.com/homedetails/400-N-La-Salle-Dr-APT-3002-Chicago-IL-60654/80845478_zpid/,,"1,271",$964/mo,
59,Single Family,2006,Forced air,Central,2 spaces,$396,"$2,695,000","2002 N Mohawk St, Chicago, IL 60614", No, 7, 8, 6,"Home values in Lincoln Park have risen 0.6% () over the past 12 months.Zillow predicts the home values in Lincoln Park will fall 0.8% () in the next year.This home is valued 387.5% higher () than the median home in Lincoln Park.The median Zestimate for this neighborhood is $552,789.",https://www.zillow.com/homedetails/2002-N-Mohawk-St-Chicago-IL-60614/3737997_zpid/,"2,983 sqft","6,800",None, 2
60,Single Family,1966,Forced air,Central,2 spaces,$51,"$57,000","8718 S Normal Ave, Chicago, IL 60620", No, 3, 1, 1,"Home values in Gresham have risen 0.6% () over the past 12 months.Zillow predicts the home values in Gresham will decrease 3.6% () in the next year.This home is valued 54.8% lower () than the median home in Gresham.The median Zestimate for this neighborhood is $126,118.",https://www.zillow.com/homedetails/8718-S-Normal-Ave-Chicago-IL-60620/4118210_zpid/,"3,323 sqft","1,120",,
61,Single Family,1956,Forced air,Central,2 spaces,$71,"$79,000","2038 W 80th St, Chicago, IL 60620", No, 3, 2, 2,"Home values in Gresham have risen 0.6% () over the past 12 months.Zillow predicts the home values in Gresham will fall 3.6% () in the next year.This home is valued 37.4% lower () than the median home in Gresham.The median Zestimate for this neighborhood is $126,118.",https://www.zillow.com/homedetails/2038-W-80th-St-Chicago-IL-60620/4012368_zpid/,"4,007 sqft","1,116",None,
62,Multi Family,1900,Forced air,Central,2 spaces,No Data,"$449,000","2342 W Altgeld St, Chicago, IL 60647", No, 4, 2, 2,"Home values in Bucktown have risen 0.6% () over the past 12 months.Zillow predicts the home values in Bucktown will rise 0.5% () in the next year.This home is valued 25.3% lower () than the median home in Bucktown.The median Zestimate for this neighborhood is $601,188.",https://www.zillow.com/homedetails/2342-W-Altgeld-St-Chicago-IL-60647/2116134365_zpid/,,,,
63,Multi Family,1919,Gas,No Data,3 spaces,No Data,"$249,900","4749 W Washington Blvd, Chicago, IL 60644", No, 6, 3, 3,"Home values in West Garfield Park have risen 0.6% () over the past 12 months.Zillow predicts the home values in West Garfield Park will increase 7.1% () in the next year.This home is valued 120.5% higher () than the median home in West Garfield Park.The median Zestimate for this neighborhood is $113,328.",https://www.zillow.com/homedetails/4749-W-Washington-Blvd-Chicago-IL-60644/2089606435_zpid/,,,,
64,Condo,1970,Baseboard,Other,None,$211,"$85,000","1415 W Lunt Ave APT 309, Chicago, IL 60626", No, 0, 1, 1,"Home values in Rogers Park have risen 0.6% () over the past 12 months.Zillow predicts the home values in Rogers Park will increase 1.4% () in the next year.This home is valued 62.4% lower () than the median home in Rogers Park.The median Zestimate for this neighborhood is $226,102.",https://www.zillow.com/homedetails/1415-W-Lunt-Ave-APT-309-Chicago-IL-60626/80818404_zpid/,,402,$163/month,
65,Townhouse,1971,Forced air,Central,1 space,$373,"$540,900","558 W Armitage Ave #A2, Chicago, IL 60614", No, 2, 3, 2,"Home values in Lincoln Park have risen 0.6% () over the past 12 months.Zillow predicts the home values in Lincoln Park will decrease 0.8% () in the next year.This home is valued 2.2% lower () than the median home in Lincoln Park.The median Zestimate for this neighborhood is $552,789.",https://www.zillow.com/homedetails/558-W-Armitage-Ave-A2-Chicago-IL-60614/70462257_zpid/,"1,295 sqft","1,450",$280/month, 1
66,Multiple Occupancy,1909,"Forced air, Gas",Central,2 spaces,,"$458,500","(Undisclosed Address), Chicago, IL 60624", No, 5, 4, 3,"Home values in East Garfield Park have risen 0.6% () over the past 12 months.Zillow predicts the home values in East Garfield Park will rise 8.8% () in the next year.This home is valued 186.3% higher () than the median home in East Garfield Park.The median Zestimate for this neighborhood is $160,150.",https://www.zillow.com/homedetails/Chicago-IL-60624/2077625532_zpid/,,,, 1
67,Single Family,2008,"Forced air, Gas",Central,2 spaces,$274,"$745,000","4618 N Kilbourn Ave, Chicago, IL 60630", No, 4, 4, 3,"Home values in Irving Park have risen 0.6% () over the past 12 months.Zillow predicts the home values in Irving Park will fall 1.1% () in the next year.This home is valued 85.6% higher () than the median home in Irving Park.The median Zestimate for this neighborhood is $401,421.",https://www.zillow.com/homedetails/4618-N-Kilbourn-Ave-Chicago-IL-60630/87710149_zpid/,"3,920 sqft","2,716",, 1
68,Condo,1885,Forced air,Central,2 spaces,$389,"$1,049,000","318 S Michigan Ave #400, Chicago, IL 60604", No, 3, 4, 3,"Home values in The Loop have risen 0.6% () over the past 12 months.Zillow predicts the home values in The Loop will fall 3.3% () in the next year.This home is valued 184.2% higher () than the median home in The Loop.The median Zestimate for this neighborhood is $369,141.",https://www.zillow.com/homedetails/318-S-Michigan-Ave-400-Chicago-IL-60604/2077625690_zpid/,,"2,700","$1,288/month", 1
69,Townhouse,2001,Forced air,Central,1 space,$212,"$415,000","1529 S State St #TOWNHOUSE 5, Chicago, IL 60605", No, 3, 3, 2,"Home values in South Loop have risen 0.6% () over the past 12 months.Zillow predicts the home values in South Loop will rise 3.2% () in the next year.This home is valued 10.1% higher () than the median home in South Loop.The median Zestimate for this neighborhood is $376,901.",https://www.zillow.com/homedetails/1529-S-State-St-TOWNHOUSE-5-Chicago-IL-60605/63704377_zpid/,0.53 acres,"1,955","$1,045/month", 1
70,Condo,1960,Gas,Central,1 space,,"$130,000","6346 N Kedzie Ave #2W, Chicago, IL 60659", No, 3, 1, 1,"Home values in West Rogers Park have risen 0.6% () over the past 12 months.Zillow predicts the home values in West Rogers Park will rise 1.7% () in the next year.This home is valued 57.2% lower () than the median home in West Rogers Park.The median Zestimate for this neighborhood is $303,895.",https://www.zillow.com/homedetails/6346-N-Kedzie-Ave-2W-Chicago-IL-60659/2077625796_zpid/,,,$200/mo,
71,Condo,2002,Heat pump,Central,1 space,$312,"$225,000","645 N Kingsbury St APT 2505, Chicago, IL 60654", No, 1, 2, 1,"Home values in River North have risen 0.6% () over the past 12 months.Zillow predicts the home values in River North will decrease 0.3% () in the next year.This home is valued 47.1% lower () than the median home in River North.The median Zestimate for this neighborhood is $425,048.",https://www.zillow.com/homedetails/645-N-Kingsbury-St-APT-2505-Chicago-IL-60654/70467325_zpid/,,720,$571/month, 1
72,Condo,No Data,No Data,No Data,No Data,$469,"$575,000","2003 N Howe St #3N, Chicago, IL 60614", No, 2, 1, 1,"Home values in Lincoln Park have risen 0.6% () over the past 12 months.Zillow predicts the home values in Lincoln Park will decrease 0.8% () in the next year.This home is valued 4% higher () than the median home in Lincoln Park.The median Zestimate for this neighborhood is $552,789.",https://www.zillow.com/homedetails/2003-N-Howe-St-3N-Chicago-IL-60614/2077625923_zpid/,,"1,227",$400/mo,
73,Single Family,1963,Forced air,Central,2 spaces,$284,"$319,900","6147 W 64th St, Chicago, IL 60638", No, 3, 3, 2,"Home values in Clearing have risen 0.6% () over the past 12 months.Zillow predicts the home values in Clearing will increase 3.9% () in the next year.This home is valued 38.8% higher () than the median home in Clearing.The median Zestimate for this neighborhood is $230,509.",https://www.zillow.com/homedetails/6147-W-64th-St-Chicago-IL-60638/3948146_zpid/,"3,781 sqft","1,128",None, 1
74,Single Family,2014,Forced air,Central,2 spaces,$244,"$1,025,000","6042 N Leader Ave, Chicago, IL 60646", No, 5, 5, 4,"Home values in Edgebrook have risen 0.6% () over the past 12 months.Zillow predicts the home values in Edgebrook will fall 1.4% () in the next year.This home is valued 134.1% higher () than the median home in Edgebrook.The median Zestimate for this neighborhood is $437,853.",https://www.zillow.com/homedetails/6042-N-Leader-Ave-Chicago-IL-60646/3624418_zpid/,"8,019 sqft","4,200",None, 1
75,Condo,1973,Forced air,Central,2 spaces,$295,"$339,000","655 W Irving Park Rd APT 5502, Chicago, IL 60613", No, 2, 2, 2,"Home values in Lake View have risen 0.6% () over the past 12 months.Zillow predicts the home values in Lake View will decrease 0.3% () in the next year.This home is valued 37.3% lower () than the median home in Lake View.The median Zestimate for this neighborhood is $540,603.",https://www.zillow.com/homedetails/655-W-Irving-Park-Rd-APT-5502-Chicago-IL-60613/80846174_zpid/,,"1,150","$1,253/month",
76,Condo,1928,"Other, Gas",Central,1 space,$276,"$270,000","1525 S Michigan Ave APT 311, Chicago, IL 60605", No, 1, 1, 1,"Home values in South Loop have risen 0.6% () over the past 12 months.Zillow predicts the home values in South Loop will rise 3.2% () in the next year.This home is valued 28.4% lower () than the median home in South Loop.The median Zestimate for this neighborhood is $376,901.",https://www.zillow.com/homedetails/1525-S-Michigan-Ave-APT-311-Chicago-IL-60605/54539884_zpid/,,980,$430/mo,
77,Condo,2016,Forced air,Central,1 space,$361,"$590,000","1017 N California Ave #11, Chicago, IL 60622", No, 3, 2, 2,"Home values in Humboldt Park have risen 0.6% () over the past 12 months.Zillow predicts the home values in Humboldt Park will rise 4.2% () in the next year.This home is valued 96.6% higher () than the median home in Humboldt Park.The median Zestimate for this neighborhood is $300,127.",https://www.zillow.com/homedetails/1017-N-California-Ave-11-Chicago-IL-60622/2096425082_zpid/,,"1,633",$340/month,
78,Multiple Occupancy,1923,Gas,No Data,2 spaces,,"$280,000","2519 W 62nd St, Chicago, IL 60629", No, 11, 6, 6,"Home values in Chicago Lawn have risen 0.6% () over the past 12 months.Zillow predicts the home values in Chicago Lawn will increase 1.8% () in the next year.This home is valued 69.6% higher () than the median home in Chicago Lawn.The median Zestimate for this neighborhood is $165,068.",https://www.zillow.com/homedetails/2519-W-62nd-St-Chicago-IL-60629/2077627240_zpid/,,,,
79,Condo,2006,"Forced air, Gas",Central,1 space,$157,"$299,000","3701 S Ellis Ave APT 3, Chicago, IL 60653", No, 3, 2, 2,"Home values in Oakland have risen 0.6% () over the past 12 months.Zillow predicts the home values in Oakland will increase 1.2% () in the next year.This home is valued 11.2% lower () than the median home in Oakland.The median Zestimate for this neighborhood is $336,641.",https://www.zillow.com/homedetails/3701-S-Ellis-Ave-APT-3-Chicago-IL-60653/87706538_zpid/,,"1,900",$250/mo,
80,Single Family,2014,Gas,Central,4 spaces,$230,"$465,000","5836 S Natoma Ave, Chicago, IL 60638", No, 4, 4, 3,"Home values in Garfield Ridge have risen 0.6% () over the past 12 months.Zillow predicts the home values in Garfield Ridge will increase 4.1% () in the next year.This home is valued 92.7% higher () than the median home in Garfield Ridge.The median Zestimate for this neighborhood is $241,329.",https://www.zillow.com/homedetails/5836-S-Natoma-Ave-Chicago-IL-60638/3945488_zpid/,"5,440 sqft","2,020",, 1
81,Single Family,1954,"Forced air, Gas",Central,4 spaces,$271,"$650,000","7125 N Mobile Ave, Chicago, IL 60646", No, 5, 4, 3,"Home values in Wildwood have risen 0.6% () over the past 12 months.Zillow predicts the home values in Wildwood will fall 0.3% () in the next year.This home is valued 47.3% higher () than the median home in Wildwood.The median Zestimate for this neighborhood is $441,218.",https://www.zillow.com/homedetails/7125-N-Mobile-Ave-Chicago-IL-60646/3552630_zpid/,"5,532 sqft","2,400",, 1
82,Condo,1898,Forced air,Central,1 space,$256,"$214,900","500 S Clinton St APT 424, Chicago, IL 60607", No, 1, 1, 1,"Home values in South Loop have risen 0.6% () over the past 12 months.Zillow predicts the home values in South Loop will increase 3.2% () in the next year.This home is valued 43% lower () than the median home in South Loop.The median Zestimate for this neighborhood is $376,901.",https://www.zillow.com/homedetails/500-S-Clinton-St-APT-424-Chicago-IL-60607/62013434_zpid/,,840,$551/month,
83,Single Family,1925,Gas,Central,2 spaces,$177,"$235,000","5104 W Melrose St, Chicago, IL 60641", No, 4, 1, 1,"Home values in Cragin have risen 0.6% () over the past 12 months.Zillow predicts the home values in Cragin will decrease 1.8% () in the next year.This home is valued 9.9% lower () than the median home in Cragin.The median Zestimate for this neighborhood is $260,825.",https://www.zillow.com/homedetails/5104-W-Melrose-St-Chicago-IL-60641/3664788_zpid/,"3,750 sqft","1,325",,
84,Townhouse,1997,"Forced air, Gas",Central,1 space,$285,"$599,000","1008 W Fry St, Chicago, IL 60642", No, 3, 4, 3,"Home values in Goose Island have risen 0.6% () over the past 12 months.Zillow predicts the home values in Goose Island will decrease 0.6% () in the next year.This home is valued 29.1% higher () than the median home in Goose Island.The median Zestimate for this neighborhood is $463,950.",https://www.zillow.com/homedetails/1008-W-Fry-St-Chicago-IL-60642/49911775_zpid/,743 sqft,"2,100",, 1
85,Condo,2020,Forced air,Central,1 space,No Data,"$599,000","2422 W Iowa St #1, Chicago, IL 60622", Yes, 3, 3, 2,"Home values in Humboldt Park have risen 0.6% () over the past 12 months.Zillow predicts the home values in Humboldt Park will increase 4.2% () in the next year.This home is valued 99.6% higher () than the median home in Humboldt Park.The median Zestimate for this neighborhood is $300,127.",https://www.zillow.com/homedetails/2422-W-Iowa-St-1-Chicago-IL-60622/2077628706_zpid/,,,$193/month, 1
86,Single Family,1965,Forced air,Central,2 spaces,$279,"$269,900","6300 W 63rd Pl, Chicago, IL 60638", No, 3, 1, 1,"Home values in Clearing have risen 0.6% () over the past 12 months.Zillow predicts the home values in Clearing will rise 3.9% () in the next year.This home is valued 17.1% higher () than the median home in Clearing.The median Zestimate for this neighborhood is $230,509.",https://www.zillow.com/homedetails/6300-W-63rd-Pl-Chicago-IL-60638/3947807_zpid/,"2,918 sqft",969,None,
87,Condo,1898,Forced air,Central,1 space,$374,"$334,900","300 W Grand Ave APT 501, Chicago, IL 60654", No, 1, 1, 1,"Home values in River North have risen 0.6% () over the past 12 months.Zillow predicts the home values in River North will decrease 0.3% () in the next year.This home is valued 21.2% lower () than the median home in River North.The median Zestimate for this neighborhood is $425,048.",https://www.zillow.com/homedetails/300-W-Grand-Ave-APT-501-Chicago-IL-60654/54538162_zpid/,,895,$458/month,
